state,date,name,count
US-WA,2026-05-20,Song Sparrow,12
US-WA,2026-05-20,Spotted Towhee,3
US-WA,2026-05-20,Steller's Jay,2
US-WA,2026-05-20,Tree Swallow,15
US-WA,2026-05-20,Vaux's Swift,1
US-WA,2026-05-20,Violet-green Swallow,10
US-WA,2026-05-20,Western Warbling Vireo,1
US-WA,2026-05-20,Western Wood-Pewee,1
US-WA,2026-05-20,White-crowned Sparrow,1
US-WA,2026-05-20,Wood Duck,2
US-WA,2026-05-20,Yellow-rumped Warbler,1
US-WA,2026-05-21,American Crow,5
US-WA,2026-05-21,American Robin,1
US-WA,2026-05-21,Anna's Hummingbird,2
US-WA,2026-05-21,House Finch,1
US-WA,2026-05-21,House Sparrow,3
US-WA,2026-05-21,Northern Flicker,1
US-WA,2026-05-21,Northern Yellow Warbler,1
US-WA,2026-05-21,Rock Pigeon (Feral Pigeon),20
US-WA,2026-05-21,Song Sparrow,1
US-WA,2026-05-21,White-crowned Sparrow,1
US-WA,2026-05-23,American Crow,4
US-WA,2026-05-23,American Robin,1
US-WA,2026-05-23,Barred Owl,2
US-WA,2026-05-23,Bewick's Wren,1
US-WA,2026-05-23,Black-capped Chickadee,1
US-WA,2026-05-23,Chestnut-backed Chickadee,1
US-WA,2026-05-23,Dark-eyed Junco,3
US-WA,2026-05-23,Mallard,2
US-WA,2026-05-23,Song Sparrow,2
US-WA,2026-05-23,Spotted Towhee,3
US-WA,2026-05-24,American Crow,7
US-WA,2026-05-24,American Goldfinch,2
US-WA,2026-05-24,American Robin,8
US-WA,2026-05-24,Anna's Hummingbird,5
US-WA,2026-05-24,Bald Eagle,1
US-WA,2026-05-24,Bewick's Wren,1
US-WA,2026-05-24,Black-capped Chickadee,1
US-WA,2026-05-24,Brown Creeper,1
US-WA,2026-05-24,Brown-headed Cowbird,1
US-WA,2026-05-24,Caspian Tern,2
US-WA,2026-05-24,Cedar Waxwing,3
US-WA,2026-05-24,Chestnut-backed Chickadee,1
US-WA,2026-05-24,Dark-eyed Junco,6
US-WA,2026-05-24,Great Blue Heron,1
US-WA,2026-05-24,House Finch,7
US-WA,2026-05-24,Northern Flicker,3
US-WA,2026-05-24,Orange-crowned Warbler,3
US-WA,2026-05-24,Rufous Hummingbird,1
US-WA,2026-05-24,Savannah Sparrow,1
US-WA,2026-05-24,Song Sparrow,4
US-WA,2026-05-24,Spotted Towhee,1
US-WA,2026-05-24,Violet-green Swallow,4
US-WA,2026-05-24,Western Kingbird,1
US-WA,2026-05-24,White-crowned Sparrow,2
US-WA,2026-05-24,Wilson's Warbler,1
US-WA,2026-05-25,American Goldfinch,12
US-WA,2026-05-25,American Robin,6
US-WA,2026-05-25,Anna's Hummingbird,1
US-WA,2026-05-25,Bald Eagle,2
US-WA,2026-05-25,Barn Swallow,4
US-WA,2026-05-25,Bewick's Wren,1
US-WA,2026-05-25,Black-capped Chickadee,1
US-WA,2026-05-25,Brown-headed Cowbird,2
US-WA,2026-05-25,Bullock's Oriole,3
US-WA,2026-05-25,Canada Goose,70
US-WA,2026-05-25,Cedar Waxwing,2
US-WA,2026-05-25,Common Yellowthroat,1
US-WA,2026-05-25,Dark-eyed Junco,1
US-WA,2026-05-25,European Starling,50
US-WA,2026-05-25,Glaucous-winged Gull,1
US-WA,2026-05-25,Great Blue Heron,3
US-WA,2026-05-25,Hairy Woodpecker,1
US-WA,2026-05-25,House Finch,5
US-WA,2026-05-25,Lazuli Bunting,6
US-WA,2026-05-25,Mallard,2
US-WA,2026-05-25,Mourning Dove,4
US-WA,2026-05-25,Northern Flicker,2
US-WA,2026-05-25,Northern Yellow Warbler,2
US-WA,2026-05-25,Red-tailed Hawk,2
US-WA,2026-05-25,Red-winged Blackbird,2
US-WA,2026-05-25,Rufous Hummingbird,1
US-WA,2026-05-25,Song Sparrow,2
US-WA,2026-05-25,Tree Swallow,1
US-WA,2026-05-25,White-crowned Sparrow,1
US-WA,2026-05-25,Yellow-headed Blackbird,2
US-WA,2026-05-27,American Crow,10
US-WA,2026-05-27,American Goldfinch,2
US-WA,2026-05-27,American Robin,8
US-WA,2026-05-27,Anna's Hummingbird,5
US-WA,2026-05-27,Bald Eagle,3
US-WA,2026-05-27,Barn Swallow,4
US-WA,2026-05-27,Bewick's Wren,2
US-WA,2026-05-27,Black-capped Chickadee,4
US-WA,2026-05-27,Blue-winged Teal,1
US-WA,2026-05-27,Brown-headed Cowbird,1
US-WA,2026-05-27,Bushtit,2
US-WA,2026-05-27,Canada Goose,30
US-WA,2026-05-27,Cedar Waxwing,30
US-WA,2026-05-27,Dark-eyed Junco,2
US-WA,2026-05-27,Downy Woodpecker,1
US-WA,2026-05-27,European Starling,3
US-WA,2026-05-27,Gadwall,7
US-WA,2026-05-27,Great Blue Heron,1
US-WA,2026-05-27,House Finch,2
US-WA,2026-05-27,Mallard,8
US-WA,2026-05-27,Marsh Wren,2
US-WA,2026-05-27,Northern Flicker,2
US-WA,2026-05-27,Orange-crowned Warbler,1
US-WA,2026-05-27,Osprey,1
US-WA,2026-05-27,Purple Martin,8
US-WA,2026-05-27,Red-winged Blackbird,7
US-WA,2026-05-27,Song Sparrow,7
US-WA,2026-05-27,Spotted Towhee,4
US-WA,2026-05-27,Tree Swallow,1
US-WA,2026-05-27,Virginia Rail,1
US-WA,2026-05-27,Willow Flycatcher,1
US-WA,2026-05-27,Wood Duck,2
US-WA,2026-05-28,American Crow,5
US-WA,2026-05-28,American Robin,1
US-WA,2026-05-28,Anna's Hummingbird,1
US-WA,2026-05-28,Barred Owl,4
US-WA,2026-05-28,Black-capped Chickadee,4
US-WA,2026-05-28,Bushtit,3
US-WA,2026-05-28,Canada Goose,20
US-WA,2026-05-28,Chipping Sparrow,1
US-WA,2026-05-28,Dark-eyed Junco,1
US-WA,2026-05-28,Glaucous-winged Gull,1
US-WA,2026-05-28,Killdeer,2
US-WA,2026-05-28,Mallard,30
US-WA,2026-05-28,Northern Flicker,1
US-WA,2026-05-28,Red-winged Blackbird,3
US-WA,2026-05-28,Rock Pigeon (Feral Pigeon),30
US-WA,2026-05-28,White-crowned Sparrow,1
US-WA,2026-05-29,Bonaparte's Gull,3
US-WA,2026-05-30,American Crow,4
US-WA,2026-05-30,American Goldfinch,3
US-WA,2026-05-30,American Robin,13
US-WA,2026-05-30,Bald Eagle,5
US-WA,2026-05-30,Barn Swallow,16
US-WA,2026-05-30,Belted Kingfisher,4
US-WA,2026-05-30,Black Oystercatcher,3
US-WA,2026-05-30,Brandt's Cormorant,1
US-WA,2026-05-30,Brown Pelican,7
US-WA,2026-05-30,Canada Goose,11
US-WA,2026-05-30,Caspian Tern,1
US-WA,2026-05-30,Cliff Swallow,3
US-WA,2026-05-30,Common Murre,1
US-WA,2026-05-30,European Starling,1
US-WA,2026-05-30,Glaucous-winged Gull,90
US-WA,2026-05-30,Great Blue Heron,2
US-WA,2026-05-30,Harlequin Duck,1
US-WA,2026-05-30,Horned Puffin,1
US-WA,2026-05-30,House Finch,3
US-WA,2026-05-30,Killdeer,7
US-WA,2026-05-30,Mallard,2
US-WA,2026-05-30,Marbled Murrelet,1
US-WA,2026-05-30,Northern Rough-winged Swallow,4
US-WA,2026-05-30,Pacific Loon,2
US-WA,2026-05-30,Pacific Wren,1
US-WA,2026-05-30,Pelagic Cormorant,1
US-WA,2026-05-30,Pigeon Guillemot,41
US-WA,2026-05-30,Red-breasted Sapsucker,1
US-WA,2026-05-30,Rhinoceros Auklet,11
US-WA,2026-05-30,Savannah Sparrow,3
US-WA,2026-05-30,Song Sparrow,2
US-WA,2026-05-30,Spotted Towhee,1
US-WA,2026-05-30,Surf Scoter,1
US-WA,2026-05-30,Tufted Puffin,1
US-WA,2026-05-30,Violet-green Swallow,10
US-WA,2026-05-30,Western Tanager,1
US-WA,2026-05-30,White-crowned Sparrow,20
US-WA,2026-05-30,Wilson's Warbler,1
US-WA,2026-05-31,American Crow,3
US-WA,2026-05-31,Bald Eagle,3
US-WA,2026-05-31,Barn Swallow,7
US-WA,2026-05-31,European Starling,1
US-WA,2026-05-31,Great Blue Heron,2
US-WA,2026-05-31,Marbled Murrelet,2
US-WA,2026-05-31,Northern Flicker,1
US-WA,2026-05-31,Osprey,1
US-WA,2026-05-31,Red-winged Blackbird,4
US-WA,2026-05-31,Rock Wren,1
US-WA,2026-05-31,Song Sparrow,2
US-WA,2026-05-31,Spotted Towhee,1
US-WA,2026-05-31,Steller's Jay,6
US-WA,2026-05-31,Violet-green Swallow,1
US-WA,2026-06-03,American Crow,7
US-WA,2026-06-03,American Robin,1
US-WA,2026-06-03,Black-capped Chickadee,1
US-WA,2026-06-03,Canada Goose,11
US-WA,2026-06-03,Dark-eyed Junco,1
US-WA,2026-06-03,Glaucous-winged Gull,3
US-WA,2026-06-03,Great Blue Heron,3
US-WA,2026-06-03,House Finch,2
US-WA,2026-06-03,Mallard,1
US-WA,2026-06-03,Rock Pigeon (Feral Pigeon),3
US-WA,2026-06-03,Song Sparrow,3
US-WA,2026-06-18,American Crow,6
US-WA,2026-06-18,American Robin,3
US-WA,2026-06-18,Bald Eagle,2
US-WA,2026-06-18,Brown-headed Cowbird,2
US-WA,2026-06-18,Canada Goose,80
US-WA,2026-06-18,European Starling,3
US-WA,2026-06-18,Gadwall,2
US-WA,2026-06-18,Great Blue Heron,3
US-WA,2026-06-18,House Finch,3
US-WA,2026-06-18,Mallard,15
US-WA,2026-06-18,Osprey,2
US-WA,2026-06-18,Purple Martin,10
US-WA,2026-06-18,Red-winged Blackbird,8
US-WA,2026-06-18,Song Sparrow,5
US-WA,2026-06-18,Spotted Towhee,1
US-WA,2026-06-18,Tree Swallow,1
US-WA,2026-06-18,Wood Duck,4
US-WA,2026-07-01,American Crow,8
US-WA,2026-07-01,American Robin,1
US-WA,2026-07-01,Canada Goose,6
US-WA,2026-07-01,Caspian Tern,3
US-WA,2026-07-01,Glaucous-winged Gull,2
US-WA,2026-07-01,House Finch,3
US-WA,2026-07-01,Rock Pigeon (Feral Pigeon),8
US-WA,2026-07-01,Song Sparrow,3
US-WA,2026-07-01,White-crowned Sparrow,3
US-WA,2026-07-11,American Robin,1
US-WA,2026-07-11,Swainson's Thrush,1
US-WA,2026-07-12,American Crow,7
US-WA,2026-07-12,American Goldfinch,4
US-WA,2026-07-12,American Robin,6
US-WA,2026-07-12,Bank Swallow,1
US-WA,2026-07-12,Barn Swallow,5
US-WA,2026-07-12,Belted Kingfisher,2
US-WA,2026-07-12,Bewick's Wren,1
US-WA,2026-07-12,Black-capped Chickadee,1
US-WA,2026-07-12,Black-headed Grosbeak,1
US-WA,2026-07-12,Brown-headed Cowbird,5
US-WA,2026-07-12,Canada Goose,5
US-WA,2026-07-12,Cedar Waxwing,7
US-WA,2026-07-12,Cliff Swallow,1
US-WA,2026-07-12,Common Yellowthroat,3
US-WA,2026-07-12,European Starling,4
US-WA,2026-07-12,Great Blue Heron,4
US-WA,2026-07-12,House Finch,2
US-WA,2026-07-12,Mallard,7
US-WA,2026-07-12,Mourning Dove,1
US-WA,2026-07-12,Northern Yellow Warbler,1
US-WA,2026-07-12,Osprey,1
US-WA,2026-07-12,Pied-billed Grebe,1
US-WA,2026-07-12,Red-breasted Sapsucker,1
US-WA,2026-07-12,Red-tailed Hawk,1
US-WA,2026-07-12,Red-winged Blackbird,25
US-WA,2026-07-12,Song Sparrow,7
US-WA,2026-07-12,Spotted Sandpiper,1
US-WA,2026-07-12,Vaux's Swift,1
US-WA,2026-07-12,Violet-green Swallow,1
US-WA,2026-07-12,Western Wood-Pewee,1
US-WA,2026-07-12,Wood Duck,17
US-WA,2026-07-12,Yellow-rumped Warbler,1
US-WA,2026-07-17,American Dipper,2
US-WA,2026-07-20,American Crow,40
US-WA,2026-07-20,American Robin,5
US-WA,2026-07-20,Bald Eagle,1
US-WA,2026-07-20,Barn Swallow,2
US-WA,2026-07-20,Black-capped Chickadee,2
US-WA,2026-07-20,Brown Creeper,1
US-WA,2026-07-20,Canada Goose,50
US-WA,2026-07-20,Dark-eyed Junco,1
US-WA,2026-07-20,Downy Woodpecker,1
US-WA,2026-07-20,Great Blue Heron,2
US-WA,2026-07-20,House Finch,2
US-WA,2026-07-20,Mallard,15
US-WA,2026-07-20,Northern Flicker,1
US-WA,2026-07-20,Northern Yellow Warbler,1
US-WA,2026-07-20,Orange-crowned Warbler,1
US-WA,2026-07-20,Osprey,5
US-WA,2026-07-20,Pied-billed Grebe,1
US-WA,2026-07-20,Song Sparrow,4
US-WA,2026-07-20,Spotted Towhee,1
US-WA,2026-07-20,Tree Swallow,6
US-WA,2026-07-20,Violet-green Swallow,1
US-WA,2026-07-20,White-crowned Sparrow,1
US-WA,2026-07-23,American Goldfinch,6
US-WA,2026-07-23,American Robin,2
US-WA,2026-07-23,Bald Eagle,1
US-WA,2026-07-23,Barn Swallow,5
US-WA,2026-07-23,Brewer's Blackbird,1
US-WA,2026-07-23,Brown-headed Cowbird,4
US-WA,2026-07-23,Bufflehead,2
US-WA,2026-07-23,Cedar Waxwing,3
US-WA,2026-07-23,Common Yellowthroat,2
US-WA,2026-07-23,Hooded Merganser,2
US-WA,2026-07-23,House Finch,8
US-WA,2026-07-23,Killdeer,5
US-WA,2026-07-23,Mallard,15
US-WA,2026-07-23,Mourning Dove,1
US-WA,2026-07-23,Northern Harrier,1
US-WA,2026-07-23,Pied-billed Grebe,2
US-WA,2026-07-23,Red-winged Blackbird,1
US-WA,2026-07-23,Song Sparrow,1
US-WA,2026-07-23,Spotted Sandpiper,2
US-WA,2026-07-23,Tree Swallow,5
US-WA,2026-07-23,Virginia Rail,2
US-WA,2026-07-24,California Scrub-Jay,1
US-WA,2026-07-24,Canada Jay,5
US-WA,2026-07-24,Common Raven,2
US-WA,2026-07-25,Canada Jay,1
US-WA,2026-07-25,Clark's Nutcracker,1
US-WA,2026-07-25,Dark-eyed Junco,3
US-WA,2026-07-25,Mountain Chickadee,1
US-WA,2026-07-25,Pine Siskin,4
US-WA,2026-07-25,Red-breasted Nuthatch,1
US-WA,2026-07-25,Yellow-rumped Warbler,1
US-WA,2026-07-26,American Coot,3
US-WA,2026-07-26,American Goldfinch,1
US-WA,2026-07-26,Barn Swallow,1
US-WA,2026-07-26,Belted Kingfisher,1
US-WA,2026-07-26,Cedar Waxwing,1
US-WA,2026-07-26,Chipping Sparrow,1
US-WA,2026-07-26,Common Raven,2
US-WA,2026-07-26,Common Yellowthroat,1
US-WA,2026-07-26,Dark-eyed Junco,2
US-WA,2026-07-26,Great Blue Heron,1
US-WA,2026-07-26,Hermit Thrush,1
US-WA,2026-07-26,Hooded Merganser,1
US-WA,2026-07-26,Long-billed Dowitcher,33
US-WA,2026-07-26,Mallard,30
US-WA,2026-07-26,Pied-billed Grebe,3
US-WA,2026-07-26,Red-breasted Nuthatch,3
US-WA,2026-07-26,Redhead,2
US-WA,2026-07-26,Ruddy Duck,1
US-WA,2026-07-26,Song Sparrow,1
US-WA,2026-07-26,Spotted Sandpiper,1
US-WA,2026-07-26,Tree Swallow,1
US-WA,2026-07-27,American Crow,1
US-WA,2026-07-27,Belted Kingfisher,1
US-WA,2026-07-27,Canada Goose,40
US-WA,2026-07-27,Cedar Waxwing,1
US-WA,2026-07-27,Mallard,30
US-WA,2026-08-02,American Crow,2
US-WA,2026-08-02,American Robin,12
US-WA,2026-08-02,Band-tailed Pigeon,7
US-WA,2026-08-02,Belted Kingfisher,1
US-WA,2026-08-02,Brown Creeper,3
US-WA,2026-08-02,Brown-headed Cowbird,3
US-WA,2026-08-02,Cedar Waxwing,6
US-WA,2026-08-02,Chestnut-backed Chickadee,8
US-WA,2026-08-02,Common Raven,1
US-WA,2026-08-02,Common Yellowthroat,3
US-WA,2026-08-02,Dark-eyed Junco,5
US-WA,2026-08-02,Great Blue Heron,2
US-WA,2026-08-02,Hairy Woodpecker,3
US-WA,2026-08-02,Heermann's Gull,30
US-WA,2026-08-02,House Finch,5
US-WA,2026-08-02,MacGillivray's Warbler,1
US-WA,2026-08-02,Northern Yellow Warbler,3
US-WA,2026-08-02,Olive-sided Flycatcher,1
US-WA,2026-08-02,Orange-crowned Warbler,2
US-WA,2026-08-02,Pacific Wren,1
US-WA,2026-08-02,Red-winged Blackbird,3
US-WA,2026-08-02,Rock Pigeon (Feral Pigeon),4
US-WA,2026-08-02,Rufous Hummingbird,3
US-WA,2026-08-02,Song Sparrow,3
US-WA,2026-08-02,Steller's Jay,2
US-WA,2026-08-02,Townsend's Warbler,5
US-WA,2026-08-02,Tree Swallow,20
US-WA,2026-08-02,Vaux's Swift,1
US-WA,2026-08-02,Western Wood-Pewee,2
US-WA,2026-08-02,Willow Flycatcher,1
US-WA,2026-08-02,Yellow-rumped Warbler,2
US-WA,2026-08-05,American Crow,13
US-WA,2026-08-05,European Starling,1
US-WA,2026-08-05,Glaucous-winged Gull,2
US-WA,2026-08-05,House Sparrow,1
US-WA,2026-08-05,Killdeer,8
US-WA,2026-08-05,Least Sandpiper,4
US-WA,2026-08-05,Osprey,1
US-WA,2026-08-05,Rock Pigeon (Feral Pigeon),14
US-WA,2026-08-05,Wandering Tattler,1
US-WA,2026-08-07,American Bittern,1
US-WA,2026-08-07,American Coot,1
US-WA,2026-08-07,American Crow,16
US-WA,2026-08-07,American Goldfinch,15
US-WA,2026-08-07,American Kestrel,1
US-WA,2026-08-07,American Robin,1
US-WA,2026-08-07,Anna's Hummingbird,3
US-WA,2026-08-07,Bald Eagle,1
US-WA,2026-08-07,Barn Swallow,12
US-WA,2026-08-07,Belted Kingfisher,2
US-WA,2026-08-07,Bewick's Wren,2
US-WA,2026-08-07,Black-capped Chickadee,6
US-WA,2026-08-07,Brown-headed Cowbird,3
US-WA,2026-08-07,Bushtit,5
US-WA,2026-08-07,California Scrub-Jay,3
US-WA,2026-08-07,Canada Goose,12
US-WA,2026-08-07,Common Merganser,1
US-WA,2026-08-07,Common Yellowthroat,1
US-WA,2026-08-07,Dark-eyed Junco,4
US-WA,2026-08-07,European Starling,1
US-WA,2026-08-07,Glaucous-winged Gull,1
US-WA,2026-08-07,Great Blue Heron,1
US-WA,2026-08-07,House Finch,2
US-WA,2026-08-07,Mallard,12
US-WA,2026-08-07,Northern Flicker,3
US-WA,2026-08-07,Northern Harrier,1
US-WA,2026-08-07,Osprey,2
US-WA,2026-08-07,Pied-billed Grebe,3
US-WA,2026-08-07,Red-breasted Nuthatch,1
US-WA,2026-08-07,Red-winged Blackbird,4
US-WA,2026-08-07,Rock Pigeon (Feral Pigeon),3
US-WA,2026-08-07,Song Sparrow,3
US-WA,2026-08-07,Steller's Jay,2
US-WA,2026-08-07,Wood Duck,1
US-WA,2026-08-13,American Coot,3
US-WA,2026-08-13,American Crow,5
US-WA,2026-08-13,Barn Swallow,2
US-WA,2026-08-13,Belted Kingfisher,2
US-WA,2026-08-13,Canada Goose,16
US-WA,2026-08-13,Cooper's Hawk,1
US-WA,2026-08-13,Great Blue Heron,4
US-WA,2026-08-13,Green Heron,2
US-WA,2026-08-13,House Finch,1
US-WA,2026-08-13,Mallard,40
US-WA,2026-08-13,Red-winged Blackbird,1
US-WA,2026-08-13,Rock Pigeon (Feral Pigeon),1
US-WA,2026-08-13,Wood Duck,10
US-WA,2026-08-16,American Crow,50
US-WA,2026-08-16,Pileated Woodpecker,1
US-WA,2026-08-17,Common Raven,2
US-WA,2026-08-17,Dark-eyed Junco,1
US-WA,2026-08-17,Sooty Grouse,4
US-WA,2026-08-17,Vaux's Swift,2
US-WA,2026-08-18,American Dipper,1
US-WA,2026-08-18,Belted Kingfisher,1
US-WA,2026-08-18,Canada Jay,5
US-WA,2026-08-18,Common Raven,1
US-WA,2026-08-18,Northern Pygmy-Owl,1
