ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
657099652,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,1,,2033,3049
657099634,Photo,Purple Martin,Progne subis,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Progne subis,purmar,Species,24081,,5.00,1,,3416,5124
657099651,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,1,,1905,2857
657099631,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,1833,2750
657099617,Photo,American Crow,Corvus brachyrhynchos,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Corvus brachyrhynchos,amecro,Species,21557,,5.00,1,,2764,4146
657099630,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,1757,2635
657099599,Photo,Downy Woodpecker,Dryobates pubescens,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Dryobates pubescens,dowwoo,Species,11400,,5.00,1,,2049,3073
657099581,Photo,Pied-billed Grebe,Podilymbus podiceps,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Podilymbus podiceps,pibgre,Species,6855,,5.00,1,,2059,3089
657099548,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,1,,1971,2956
657099549,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,1,,2547,3820
657099512,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,1,,3267,4901
657099517,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Mareca strepera,gadwal,Species,505,,5.00,1,,2127,3191
656678561,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-05,2026,5,5,554,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S333055230,"",,,,Adult and two chicks,Rallus limicola,virrai,Species,5297,,3.00,1,,2429,3644
656678560,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-05,2026,5,5,554,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S333055230,"",,,,Adult and two chicks,Rallus limicola,virrai,Species,5297,,3.00,1,,1801,2702
656535032,Photo,"Wilson's Warbler",Cardellina pusilla,,,Alison Gale,2026-05-03,2026,5,3,727,United States,US-WA-027,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,"",,Unspecified,false,false,,,,,,,S331882311,"",,,,,Cardellina pusilla,wlswar,Species,34346,,4.00,1,,1706,2559
656535026,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-03,2026,5,3,727,United States,US-WA-027,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,"",,Unspecified,false,false,,,,,,,S331882311,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,1753,2630
656535025,Photo,Black Turnstone,Arenaria melanocephala,,,Alison Gale,2026-05-03,2026,5,3,727,United States,US-WA-027,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,"",,Unspecified,false,false,,,,,,,S331882311,"",,,,,Arenaria melanocephala,blktur,Species,6164,,4.50,2,,1471,2206
656535019,Photo,Black Oystercatcher,Haematopus bachmani,,,Alison Gale,2026-05-03,2026,5,3,727,United States,US-WA-027,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,"",,Unspecified,false,false,,,,,,,S331882311,"",,,,,Haematopus bachmani,blkoys,Species,5806,,5.00,1,,2303,3454
656535011,Photo,Western Sandpiper,Calidris mauri,,,Alison Gale,2026-05-02,2026,5,2,1504,United States,US-WA-027,Washington,Grays Harbor,Bottle Beach State Park,46.8932770,-124.0468136,"",,Unspecified,false,false,,,,,,,S331419171,"",,,,,Calidris mauri,wessan,Species,6231,,5.00,1,,1884,2826
656535005,Photo,Western Sandpiper,Calidris mauri,,,Alison Gale,2026-05-02,2026,5,2,1504,United States,US-WA-027,Washington,Grays Harbor,Bottle Beach State Park,46.8932770,-124.0468136,"",,Unspecified,false,false,,,,,,,S331419171,"",,,,,Calidris mauri,wessan,Species,6231,,5.00,1,,3217,4825
656535002,Photo,Semipalmated Plover,Charadrius semipalmatus,,,Alison Gale,2026-05-02,2026,5,2,1504,United States,US-WA-027,Washington,Grays Harbor,Bottle Beach State Park,46.8932770,-124.0468136,"",,Unspecified,false,false,,,,,,,S331419171,"",,,,,Charadrius semipalmatus,semplo,Species,5834,,5.00,1,,2127,3191
656534979,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-02,2026,5,2,1255,United States,US-WA-049,Washington,Pacific,Tokeland -- Graveyard Spit/Fisher Ave,46.7079709,-123.9877832,"",,Unspecified,false,false,,,,,,,S331313814,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,2059,3089
656534944,Photo,Dunlin,Calidris alpina,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Calidris alpina,dunlin,Species,6192,,5.00,1,,1503,2254
656534941,Photo,Least Sandpiper,Calidris minutilla,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Calidris minutilla,leasan,Species,6226,,5.00,1,,2149,3224
656534930,Photo,Short-billed Dowitcher,Limnodromus griseus,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Limnodromus griseus,shbdow,Species,6057,,5.00,1,,2043,3065
656534924,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Hirundo rustica,barswa,Species,24187,,4.00,1,,2091,3136
656534913,Photo,Marbled Godwit,Limosa fedoa,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Limosa fedoa,margod,Species,6051,,5.00,1,,1953,2930
656534914,Photo,Marbled Godwit,Limosa fedoa,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Limosa fedoa,margod,Species,6051,,5.00,1,,2043,3065
656534904,Photo,Hudsonian Whimbrel,Numenius hudsonicus,,,Alison Gale,2026-05-02,2026,5,2,1123,United States,US-WA-049,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,"",,Unspecified,false,false,,,,,,,S331300190,"",,,,,Numenius hudsonicus,whimbr3,Species,6011,,5.00,1,,1656,2484
656534889,Photo,Snowy Plover,Anarhynchus nivosus,,,Alison Gale,2026-05-02,2026,5,2,657,United States,US-WA-049,Washington,Pacific,Grayland Beach State Park,46.7880721,-124.0941381,"",,Unspecified,false,false,,,,,,,S331099224,"",,,,,Anarhynchus nivosus,snoplo5,Species,5941,,5.00,1,,1587,2380
656534887,Photo,Snowy Plover,Anarhynchus nivosus,,,Alison Gale,2026-05-02,2026,5,2,657,United States,US-WA-049,Washington,Pacific,Grayland Beach State Park,46.7880721,-124.0941381,"",,Unspecified,false,false,,,,,,,S331099224,"",,,,,Anarhynchus nivosus,snoplo5,Species,5941,,5.00,1,,1491,2237
656534861,Photo,Semipalmated Plover,Charadrius semipalmatus,,,Alison Gale,2026-05-01,2026,5,1,1555,United States,US-WA-027,Washington,Grays Harbor,Bottle Beach State Park,46.8932770,-124.0468136,"",,Unspecified,false,false,,,,,,,S330689398,"",,,,,Charadrius semipalmatus,semplo,Species,5834,,5.00,1,,1799,2699
656534820,Photo,Western Sandpiper,Calidris mauri,,,Alison Gale,2026-05-01,2026,5,1,1344,United States,US-WA-027,Washington,Grays Harbor,"Ocean Shores--Bill's Spit",46.9648907,-124.1339435,"",,Unspecified,false,false,,,,,,,S330624973,"",,,,,Calidris mauri,wessan,Species,6231,,5.00,1,,2891,4337
656534818,Photo,Western Sandpiper,Calidris mauri,,,Alison Gale,2026-05-01,2026,5,1,1344,United States,US-WA-027,Washington,Grays Harbor,"Ocean Shores--Bill's Spit",46.9648907,-124.1339435,"",,Unspecified,false,false,,,,,,,S330624973,"",,,,,Calidris mauri,wessan,Species,6231,,5.00,1,,2679,4019
656534817,Photo,Western Sandpiper,Calidris mauri,,,Alison Gale,2026-05-01,2026,5,1,1344,United States,US-WA-027,Washington,Grays Harbor,"Ocean Shores--Bill's Spit",46.9648907,-124.1339435,"",,Unspecified,false,false,,,,,,,S330624973,"",,,,,Calidris mauri,wessan,Species,6231,,5.00,1,,1992,2988
656534790,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-05-01,2026,5,1,1206,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Oyhut Wildlife Area,46.9444663,-124.1522412,"",,Unspecified,false,false,,,,,,,S330597903,"",,,,,Charadrius vociferus,killde,Species,5827,,4.75,4,,1863,2794
656534783,Photo,Rufous Hummingbird,Selasphorus rufus,,,Alison Gale,2026-05-01,2026,5,1,1206,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Oyhut Wildlife Area,46.9444663,-124.1522412,"",,Unspecified,false,false,,,,,,,S330597903,"",,,,,Selasphorus rufus,rufhum,Species,4826,,4.00,2,,1598,2397
656534746,Photo,Sanderling,Calidris alba,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Calidris alba,sander,Species,6189,,5.00,1,,2266,3399
656534739,Photo,Semipalmated Plover,Charadrius semipalmatus,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Charadrius semipalmatus,semplo,Species,5834,,5.00,1,,1837,2755
656534675,Photo,Semipalmated Plover,Charadrius semipalmatus,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Charadrius semipalmatus,semplo,Species,5834,,5.00,1,,2239,3359
656534659,Photo,Marbled Godwit,Limosa fedoa,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Limosa fedoa,margod,Species,6051,,5.00,1,,2324,3486
656534583,Photo,Western Gull,Larus occidentalis,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Larus occidentalis,wesgul,Species,6528,,5.00,1,,1793,2690
656534579,Photo,Sanderling,Calidris alba,,,Alison Gale,2026-05-01,2026,5,1,947,United States,US-WA-027,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.9281600,-124.1739700,"",,Unspecified,false,false,,,,,,,S330514755,"",,,,,Calidris alba,sander,Species,6189,,5.00,1,,2255,3383
656534562,Photo,Least Sandpiper,Calidris minutilla,,,Alison Gale,2026-05-01,2026,5,1,836,United States,US-WA-027,Washington,Grays Harbor,Chance A La Mer SP,47.0127422,-124.1698837,"",,Unspecified,false,false,,,,,,,S330467906,"",,,,,Calidris minutilla,leasan,Species,6226,,5.00,1,,1916,2874
656534529,Photo,California Gull,Larus californicus,,,Alison Gale,2026-05-01,2026,5,1,836,United States,US-WA-027,Washington,Grays Harbor,Chance A La Mer SP,47.0127422,-124.1698837,"",,Unspecified,false,false,,,,,,,S330467906,"",,,,,Larus californicus,calgul,Species,6591,,5.00,1,,2175,3262
656534496,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-04-30,2026,4,30,1447,United States,US-WA-027,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,"",,Unspecified,false,false,,,,,,,S330084156,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,1943,2914
656534493,Photo,Northern Harrier,Circus hudsonius,,,Alison Gale,2026-04-30,2026,4,30,1447,United States,US-WA-027,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,"",,Unspecified,false,false,,,,,,,S330084156,"",,,,,Circus hudsonius,norhar2,Species,8324,,5.00,1,,1990,2985
656534487,Photo,Brown-headed Cowbird,Molothrus ater,,,Alison Gale,2026-04-30,2026,4,30,1447,United States,US-WA-027,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,"",,Unspecified,false,false,,,,,,,S330084156,"",,,,,Molothrus ater,bnhcow,Species,33833,,5.00,1,,1714,2571
656534485,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-04-30,2026,4,30,1447,United States,US-WA-027,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,"",,Unspecified,false,false,,,,,,,S330084156,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,4.00,2,,1767,2651
656515988,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,4.00,2,,2780,4170
656515987,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,5.00,1,,2849,4273
656515995,Photo,Brown-headed Cowbird,Molothrus ater,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Molothrus ater,bnhcow,Species,33833,,5.00,1,,2144,3216
656515984,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,5.00,1,,2038,3057
656515974,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,2033,3049
656515959,Photo,American Bittern,Botaurus lentiginosus,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Botaurus lentiginosus,amebit,Species,7560,,4.00,1,,2054,3081
656515966,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,"Must have been a party I wasn't invited to in the nisqually reach. Counted 32 panning across",Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,1857,2785
656515948,Photo,Greater Yellowlegs,Tringa melanoleuca,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Tringa melanoleuca,greyel,Species,6154,,4.00,1,,1921,2881
656515943,Photo,Hudsonian Whimbrel,Numenius hudsonicus,,,Alison Gale,2026-05-03,2026,5,3,1049,United States,US-WA-067,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,"",,Unspecified,false,false,,,,,,,S332089254,"",,,,,Numenius hudsonicus,whimbr3,Species,6011,,4.00,1,,1747,2620
655836110,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-04-25,2026,4,25,724,United States,US-WA-061,Washington,Snohomish,"12th St NE, Everett",48.0077981,-122.1706841,"",,Unspecified,false,false,,,,,,,S327106784,"",,,,Including a baby,Charadrius vociferus,killde,Species,5827,,3.00,1,,3472,4624
655747612,Photo,Spotted Towhee,Pipilo maculatus,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Pipilo maculatus,spotow,Species,33386,,4.50,4,,4029,6043
655747619,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Setophaga coronata,yerwar,Species,34159,,5.00,1,,2029,3044
655747595,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,2,,2403,3604
655747586,Photo,Purple Martin,Progne subis,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Progne subis,purmar,Species,24081,,5.00,2,,1863,2794
655747548,Photo,Northern Flicker,Colaptes auratus,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Colaptes auratus,norfli,Species,11900,,5.00,1,,3347,5020
655747577,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,2054,3081
655747529,Photo,Downy Woodpecker,Dryobates pubescens,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Dryobates pubescens,dowwoo,Species,11400,,5.00,2,,2553,3829
655747520,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,2,,2037,3056
655747516,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Pandion haliaetus,osprey,Species,7832,,4.00,1,,2283,3424
655747515,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,1,,2520,3780
655747507,Photo,Double-crested Cormorant,Nannopterum auritum,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Nannopterum auritum,doccor,Species,7424,,5.00,2,,4219,6329
655747487,Photo,"Anna's Hummingbird",Calypte anna,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Calypte anna,annhum,Species,4814,,4.00,1,,1934,2901
655747467,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,3483,5224
655747473,Photo,Green-winged Teal,Anas crecca,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Anas crecca,gnwtea,Species,612,,4.00,2,,2201,3301
655747451,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,1,,3805,5707
655747460,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Mareca strepera,gadwal,Species,505,,4.67,3,,3292,4938
655747452,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,2,,4154,6231
655747456,Photo,Northern Shoveler,Spatula clypeata,,,Alison Gale,2026-04-24,2026,4,24,655,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S326594442,"",,,,,Spatula clypeata,norsho,Species,501,,5.00,2,,2397,3596
655400729,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Alison Gale,2026-04-17,2026,4,17,1314,United States,US-WA-009,Washington,Clallam,"Jamestown S'Klallam Tribe Center",48.0252673,-122.9962617,"",,Unspecified,false,false,,,,,,,S323134294,"",,,,,Passerculus sandwichensis,savspa,Species,33244,,5.00,2,,1675,2512
655400699,Photo,Rhinoceros Auklet,Cerorhinca monocerata,,,Alison Gale,2026-04-17,2026,4,17,1438,United States,US-WA-009,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,"",,Unspecified,false,false,,,,,,,S323179015,"",,,,,Cerorhinca monocerata,rhiauk,Species,6377,,5.00,1,,1579,2369
655400664,Photo,Western x Glaucous-winged Gull (hybrid),Larus occidentalis x glaucescens,,,Alison Gale,2026-04-17,2026,4,17,1438,United States,US-WA-009,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,"",,Unspecified,false,false,,,,,,,S323179015,"",,,,,Larus occidentalis x glaucescens,x00051,Hybrid,6597,,5.00,2,,3221,4832
655400643,Photo,Red-necked Grebe,Podiceps grisegena,,,Alison Gale,2026-04-17,2026,4,17,1438,United States,US-WA-009,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,"",,Unspecified,false,false,,,,,,,S323179015,"",,,,,Podiceps grisegena,rengre,Species,6869,,4.00,1,,1770,2655
655400634,Photo,Short-billed Gull,Larus brachyrhynchus,,,Alison Gale,2026-04-17,2026,4,17,1438,United States,US-WA-009,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,"",,Unspecified,false,false,,,,,,,S323179015,"",,,,,Larus brachyrhynchus,mewgul2,Species,6519,,4.00,1,,1372,2058
655400596,Photo,Horned Grebe,Podiceps auritus,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Podiceps auritus,horgre,Species,6866,,4.00,1,,1808,2712
