ML Catalog Number,Common Name,Scientific Name,Date,Time,Country,State,County,Locality,Latitude,Longitude,eBird Checklist ID
649185855,Bufflehead,Bucephala albeola,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185864,Anna's Hummingbird,Calypte anna,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185860,Hooded Merganser,Lophodytes cucullatus,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185846,Lesser Scaup,Aythya affinis,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185815,Canada Goose,Branta canadensis,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185826,Gadwall,Mareca strepera,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649185823,Northern Shoveler,Spatula clypeata,2026-01-18,805,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S295024890
649179286,Killdeer,Charadrius vociferus,2026-01-18,1616,United States,Washington,King,Carkeek Park,47.7126411,-122.377647,S295072515
648642478,Horned Grebe,Podiceps auritus,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642416,Pelagic Cormorant,Urile pelagicus,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642319,Red-necked Grebe,Podiceps grisegena,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642286,Pigeon Guillemot,Cepphus columba,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642287,Pigeon Guillemot,Cepphus columba,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642257,Anna's Hummingbird,Calypte anna,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642242,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642231,Brant,Branta bernicla,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642230,Brant,Branta bernicla,2026-01-10,1205,United States,Washington,Snohomish,Edmonds Waterfront,47.8119268,-122.3854144,S293545903
648642194,Spotted Towhee,Pipilo maculatus,2026-01-10,1107,United States,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,S293525790
648642138,Marsh Wren,Cistothorus palustris,2026-01-10,1107,United States,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,S293525790
648642132,American Crow,Corvus brachyrhynchos,2026-01-10,1107,United States,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,S293525790
648016488,Great Blue Heron,Ardea herodias,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016474,Dark-eyed Junco,Junco hyemalis,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016453,Double-crested Cormorant,Nannopterum auritum,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016464,Bald Eagle,Haliaeetus leucocephalus,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016444,Wilson's Snipe,Gallinago delicata,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016433,Killdeer,Charadrius vociferus,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016413,American Coot,Fulica americana,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016389,Wood Duck,Aix sponsa,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016397,Gadwall,Mareca strepera,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
648016390,Wood Duck,Aix sponsa,2026-01-01,1037,United States,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,S291712899
