Brant	0.0165606	0.0161883	0.0208264	0.0169601	0.0167904	0.0148084	0.0130207	0.0253802	0.0238267	0.0258143	0.032381	0.0293581	0.0297014	0.0297165	0.033887	0.0271619	0.0145815	0.0051733	0.0014406	2.515E-4	8.06E-5	0.0	0.0	0.0	0.0	0.0	2.502E-4	9.2E-5	0.0	1.227E-4	0.0	2.649E-4	0.0015	1.207E-4	0.0	9.73E-5	0.0015	3.401E-4	6.386E-4	0.0029918	0.0042838	0.0090813	0.0122581	0.0127343	0.0153698	0.0125913	0.0123753	0.015612	
Barnacle Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.202E-4	0.0	0.0	0.0	0.0	0.0	
Cackling Goose	0.0704856	0.0630841	0.060239	0.0651864	0.043187	0.0354239	0.0281833	0.0410563	0.0300842	0.0432742	0.0385281	0.0343423	0.0218529	0.0275354	0.0406477	0.024193	0.0093542	0.0071575	0.0041617	0.0035833	0.0018545	0.0	0.0	0.0	0.0	3.547E-4	0.0	2.761E-4	3.313E-4	2.454E-4	8.712E-4	3.531E-4	1.003E-4	8.447E-4	0.0158459	0.0435121	0.0465914	0.0795738	0.0855683	0.087398	0.0653014	0.0798443	0.0754717	0.0769438	0.0549685	0.067867	0.0702872	0.0592562	
Greater White-fronted x Cackling Goose (hybrid)	0.0	0.0	8.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canada Goose	0.2022041	0.2242991	0.2377199	0.2543371	0.2199709	0.2129065	0.2016797	0.2825418	0.2690734	0.3063926	0.3206926	0.3323	0.2873961	0.3297892	0.3283532	0.3170994	0.2757411	0.2978527	0.2677071	0.2742189	0.2011772	0.1919132	0.1722194	0.176512	0.1540923	0.1964053	0.2252658	0.2396907	0.1961131	0.2349982	0.2561294	0.2674141	0.2369055	0.2536503	0.2474403	0.2561082	0.2131908	0.2290864	0.2499361	0.2507706	0.2042629	0.2350513	0.2444418	0.2395301	0.1803821	0.2057416	0.2092995	0.2048987	
Swan x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.025E-4	0.0	0.0	2.365E-4	0.0	0.0	0.0	0.0	1.245E-4	8.83E-5	0.0	0.0	0.0	0.0	1.008E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.201E-4	0.0	
Domestic goose sp. x Canada Goose (hybrid)	4.715E-4	5.841E-4	3.319E-4	6.47E-5	2.422E-4	0.0015	4.509E-4	1.866E-4	2.407E-4	9.39E-5	4.329E-4	4.255E-4	1.539E-4	1.818E-4	4.173E-4	4.422E-4	6.878E-4	5.669E-4	7.203E-4	3.143E-4	3.225E-4	9.96E-5	6.151E-4	4.402E-4	9.697E-4	1.182E-4	3.752E-4	3.682E-4	5.521E-4	0.0019634	4.978E-4	2.649E-4	8.027E-4	0.001086	2.438E-4	4.867E-4	3.025E-4	1.134E-4	3.831E-4	6.346E-4	4.179E-4	2.359E-4	2.404E-4	7.174E-4	8.539E-4	2.518E-4	4.806E-4	3.469E-4	
Snow x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.202E-4	0.0	0.0	0.0	0.0	0.0	
Cackling/Canada Goose	0.0031825	0.003004	0.0043976	0.0037545	0.002906	0.0036295	0.0035511	0.0037324	0.0030485	0.0039426	0.0036364	0.0030999	0.0045399	0.003635	0.0045071	0.002274	0.0013068	0.0014173	0.0013605	0.0012573	0.0	9.96E-5	3.075E-4	0.0015	1.939E-4	4.73E-4	1.251E-4	0.0	0.0	0.0	0.0	1.766E-4	4.014E-4	0.0013274	0.0018284	0.0020442	0.0023195	0.0043074	0.0052363	0.0054397	0.0045972	0.005661	0.0036053	0.005022	0.0027751	0.0030219	0.0031239	0.0040244	
