,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Wilson's Phalarope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0007844,0.0054464,0.013124,0.0146124,0.0128643,0.0091176,0.0082571,0.0049735,0.0031369,0.0027878,0.002812,0.0034139,0.0036119,0.0051901,0.0049209,0.0043585,0.0029942,0.0010368,0.0003872,9.9e-05,0.0001879,0.0,0.0001812,2.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Phalarope,0.0001665,0.0003137,0.0007483,0.0003583,2.18e-05,0.0,2.71e-05,0.0015,2.09e-05,6.77e-05,2.03e-05,1.4e-05,0.0,0.0,0.0003039,0.0002101,0.0007479,0.0005462,0.0005587,8.89e-05,7.11e-05,0.0015,0.0,1.78e-05,2.23e-05,0.0002009,0.0003648,0.000688,0.0014473,0.0016835,0.0018161,0.0018714,0.0011981,0.0016519,0.0011632,0.0011062,0.0008499,0.0008024,0.001004,0.001073,0.0012147,0.0026174,0.0040314,0.0017806,0.0007459,0.00044,0.0005557,0.0002759
Red-necked Phalarope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001259,0.0001329,0.002227,0.0039344,0.0053254,0.0103352,0.0050797,0.001564,0.0006621,0.0003121,0.0005525,0.0003568,0.0020086,0.0019545,0.0047012,0.0114532,0.0193209,0.0293164,0.0353776,0.0291685,0.0237204,0.0134135,0.0076393,0.0030496,0.0008542,0.000502,0.0002525,0.0002209,0.0002814,0.0002106,0.0,0.0,0.0,0.0,0.0
Spotted Sandpiper,0.005102,0.0044547,0.00449,0.0043778,0.0033415,0.0032296,0.0024628,0.0028638,0.0029005,0.0025716,0.0021347,0.0020641,0.0019651,0.0019522,0.0028109,0.0083898,0.0288418,0.0516917,0.0712989,0.070595,0.0591842,0.0560662,0.0541879,0.0512958,0.0511843,0.0518466,0.0575665,0.0619374,0.0662741,0.0702908,0.0642885,0.0588319,0.0408497,0.029244,0.0179919,0.0094552,0.0069991,0.0049182,0.0052855,0.0051758,0.004003,0.0040808,0.0044225,0.0041108,0.0044454,0.0060029,0.0074621,0.0056044
Solitary Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94e-05,8.4e-05,0.0022221,0.0075214,0.0098199,0.0047792,0.0010126,0.000254,7.11e-05,0.0015,0.000104,0.0001248,0.0006914,0.0015818,0.0022933,0.0054656,0.0120521,0.0148921,0.0154365,0.01285,0.0079027,0.0045169,0.0021778,0.0006262,0.000125,2.59e-05,0.0,0.0,0.0,0.0,0.0,4.4e-05,2.98e-05,0.0015,0.0,0.0
Gray-tailed Tattler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wandering Tattler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0001519,0.0011625,0.0025037,0.0021696,0.0016934,0.0004699,0.0001777,9.74e-05,0.0015,0.0,4.46e-05,0.0004519,0.0011206,0.0023124,0.003144,0.006682,0.0054741,0.0059527,0.0047001,0.005059,0.0030935,0.0020038,0.0010999,0.0002071,0.0002067,0.0001473,5.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marsh Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesser Yellowlegs,0.0001363,0.0001255,0.0001416,0.000187,0.0003713,0.0002177,0.0001489,0.0004157,0.0003756,0.0004963,0.0003456,0.0003089,0.0009925,0.0040934,0.0097051,0.0119895,0.0086005,0.0049461,0.0025314,0.0012699,0.0004443,0.00037,0.000541,0.0019784,0.0042821,0.0076075,0.0108931,0.0194546,0.0323635,0.0381239,0.0422104,0.0405283,0.0315416,0.023643,0.0181157,0.0138384,0.0096238,0.0088528,0.0050198,0.0029035,0.0010215,0.0003659,0.0002708,0.0002858,2.98e-05,6.29e-05,5.29e-05,0.0001207
Willet,0.0004542,0.0006902,0.001436,0.0009815,0.0010483,0.0005262,0.0006766,0.0011548,0.000793,0.0009474,0.0016671,0.0013339,0.0006947,0.0013015,0.0011965,0.0017088,0.001577,0.0005007,0.0004888,0.0005334,0.000551,0.0001558,0.0001873,0.0002495,0.0002007,0.0009792,0.0013291,0.0021404,0.0018714,0.0038331,0.0052925,0.0057923,0.0049075,0.0058075,0.0058158,0.0045919,0.0021747,0.0025626,0.0040749,0.0036609,0.0022361,0.0019701,0.0012937,0.001297,0.001074,0.0008486,0.0003969,0.0003449
Spotted Redshank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
Greater Yellowlegs,0.0184852,0.0197428,0.0219849,0.0219823,0.0208788,0.0191055,0.0160895,0.022079,0.0241225,0.0282421,0.0310245,0.038347,0.049208,0.0675301,0.0766908,0.0640652,0.0361579,0.0226369,0.0147172,0.0092323,0.0038745,0.0025901,0.0042868,0.0093038,0.0171729,0.0308318,0.0388815,0.0515986,0.0619573,0.0670793,0.0780646,0.0781336,0.0731516,0.0645278,0.061623,0.0580672,0.0507187,0.0490008,0.0430225,0.0385028,0.0316926,0.0287628,0.0275279,0.0272807,0.0244346,0.0204915,0.0169882,0.0201414
Ruddy Turnstone,0.0015745,0.0012758,0.0011326,0.0009036,0.0009828,0.0006169,0.0006495,0.0005543,0.0004799,0.0003158,0.0003863,0.0002668,0.000397,0.0002939,0.0006078,0.0026052,0.0088119,0.0049158,0.0019728,0.0004572,8.89e-05,1.95e-05,0.0,7.13e-05,6.69e-05,0.0009792,0.0024236,0.0046057,0.0037678,0.0043511,0.0057854,0.0076815,0.0034099,0.0034587,0.0021778,0.0016072,0.0012498,0.0016308,0.0017422,0.0012624,0.0011595,0.0010413,0.0007521,0.0008353,0.0006862,0.0006914,0.0006351,0.0012416
Black Turnstone,0.0212708,0.0197637,0.0218636,0.0190222,0.016773,0.0137712,0.011015,0.0138109,0.0123117,0.0119104,0.0122187,0.0098851,0.0080988,0.0083337,0.0084706,0.0076895,0.0038044,0.000789,0.000611,0.0001524,5.33e-05,5.84e-05,2.08e-05,3.56e-05,0.0004461,0.001632,0.0040914,0.0060772,0.0074858,0.0121209,0.0194059,0.0225989,0.0210815,0.0228945,0.0224466,0.0219161,0.0198225,0.0212777,0.024656,0.0287614,0.0273583,0.026258,0.0235868,0.0226643,0.0206755,0.0201773,0.0189728,0.0202276
Great Knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Knot,0.0004239,0.0003974,0.0001618,7.79e-05,0.0002621,0.000127,1.35e-05,4.62e-05,4.17e-05,4.51e-05,0.0001626,7.02e-05,0.0015,0.0001679,0.0008926,0.0048602,0.0077388,0.0047792,0.0042772,0.0027557,0.0004088,0.0002337,0.000104,5.35e-05,2.23e-05,0.0003515,0.0006254,0.0006498,0.0008733,0.0010878,0.0024906,0.0052754,0.008064,0.0075627,0.0038855,0.0029639,0.0021247,0.0018637,0.0015945,0.0010941,0.000773,0.0004222,0.0002106,0.0001099,0.0001492,0.0001571,0.0001058,0.0004311
Surfbird,0.0050717,0.0041828,0.0060069,0.0054372,0.0050013,0.0033022,0.0022734,0.0027021,0.0024206,0.0023234,0.0021144,0.0019939,0.001191,0.0012805,0.0018802,0.0023251,0.0012519,0.0003186,0.0003492,3.81e-05,3.55e-05,0.0015,0.0015,1.78e-05,0.0002899,0.0006779,0.0011466,0.001548,0.0020711,0.0032374,0.0061746,0.0056675,0.0050227,0.0044653,0.0039597,0.0039866,0.0048744,0.004504,0.0064076,0.0073008,0.0068741,0.0070078,0.0065586,0.0053858,0.0049227,0.0055,0.0044455,0.0043283
Ruff,6.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0012505,0.0005248,0.0007027,0.0001681,0.0003739,0.0,5.24e-05,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0004691,0.0015,2.5e-05,2.59e-05,0.0003373,0.0019248,0.0023731,0.0055236,0.0015591,0.0010436,0.00035,0.0003106,8.86e-05,0.0001262,0.0,0.0001407,3.01e-05,2.2e-05,8.95e-05,6.29e-05,0.0015,0.0015
Sharp-tailed Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,1.91e-05,0.0003493,0.0004662,0.0,1.78e-05,0.0004838,0.0009808,0.0015344,0.0028387,0.0034496,0.0018637,0.000561,0.0005891,0.0003865,0.0002814,0.0015,0.0,0.0,0.00022,0.0015,0.000138
Curlew Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,2.5e-05,0.0015,0.0,0.0015,0.0015,5.16e-05,0.0015,2.09e-05,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stilt Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52e-05,0.000227,5.08e-05,0.0,1.95e-05,0.0,0.0,0.0015,7.53e-05,0.0002867,9.56e-05,0.0009981,0.0037554,0.0074977,0.0093924,0.0103449,0.0065302,0.0012869,0.0006888,0.0006249,0.0002847,0.0002067,4.21e-05,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temminck's Stint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004503,0.0,0.0,0.0,0.0,0.0,0.0
Red-necked Stint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,1.78e-05,4.46e-05,0.0010294,5.21e-05,0.0002102,9.98e-05,0.0,0.0,3.56e-05,0.0019814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buff-breasted Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61e-05,1.91e-05,2.5e-05,2.59e-05,0.0002335,0.0017644,0.0014515,0.0008518,0.0003217,0.0001044,0.000225,0.0010095,0.0006496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanderling,0.0148517,0.0135104,0.0158162,0.0140369,0.0127544,0.0097614,0.0083763,0.009954,0.0082634,0.0085493,0.0088845,0.0075683,0.0070467,0.0087745,0.0075019,0.0103227,0.0109092,0.0061447,0.0055342,0.0023875,0.0006754,0.0001363,0.000104,0.0001782,0.0010482,0.0025358,0.0061241,0.0085807,0.0095568,0.0127943,0.016578,0.0257534,0.0269106,0.0276695,0.0226198,0.0160927,0.0115986,0.0105612,0.0124018,0.0151697,0.0153218,0.0171676,0.0156142,0.016729,0.0162599,0.0152115,0.0131248,0.0138127
Dunlin,0.0398165,0.0402593,0.0413203,0.0399919,0.0357736,0.0269981,0.0232885,0.0291,0.024832,0.0224448,0.0233802,0.0231964,0.0245147,0.0308577,0.0350217,0.0495546,0.0417994,0.018677,0.0096369,0.0035558,0.0006398,0.0006037,0.0002497,0.0002317,0.0002453,0.000703,0.0005733,0.0009173,0.0014473,0.0013986,0.0020755,0.0021922,0.0025113,0.0034845,0.0064098,0.0099353,0.0116235,0.0175243,0.0318904,0.0510636,0.0529498,0.0523472,0.0441951,0.0481864,0.0422758,0.0369288,0.0326533,0.0380928
Rock Sandpiper,0.001953,0.0012758,0.0014967,0.0018228,0.0020529,0.0013608,0.0008255,0.0009238,0.0010434,0.0013309,0.0008742,0.0006319,0.0002779,0.0002309,0.0004368,0.0006023,9.75e-05,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59e-05,7.78e-05,3.56e-05,6.91e-05,7.74e-05,2.47e-05,6.26e-05,0.00015,0.0001035,0.0003543,0.0013676,0.0026502,0.0019419,0.0015644,0.0016047,0.0015216,0.0019172,0.0014025,0.0020693
Baird's Sandpiper,0.0,0.0,0.0,1.56e-05,2.18e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98e-05,2.1e-05,0.0002279,0.0004062,0.0004065,0.0001214,0.0001222,3.81e-05,0.0,0.0,0.0,1.78e-05,0.0001338,0.0010294,0.0009642,0.0022933,0.0087085,0.0231281,0.0271112,0.0386391,0.0297675,0.0205715,0.0090083,0.0045919,0.0015748,0.0004659,0.0003543,6.31e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Stint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001248,2.59e-05,0.0,1.78e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White-rumped Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,2.54e-05,0.0011375,0.0,0.0015,0.0,0.0015,0.0,0.0,0.0015,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Least Sandpiper,0.0062828,0.0058141,0.0078676,0.0069951,0.0055036,0.0047718,0.0040055,0.0059817,0.00409,0.0038799,0.0042288,0.004423,0.0041486,0.0058147,0.0212903,0.0665584,0.0641868,0.0280686,0.0095321,0.002324,0.0005865,0.00037,0.000333,0.0061669,0.0324502,0.0601823,0.0677039,0.0705181,0.0901038,0.1128435,0.1214425,0.1173252,0.0880584,0.0636244,0.0465761,0.0329994,0.0211974,0.0180679,0.0155613,0.0151276,0.0109047,0.0118766,0.0094768,0.0086612,0.0074288,0.0062543,0.0057421,0.0074323
Pectoral Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,0.0001541,0.0003739,0.0030344,0.002933,0.0009651,1.78e-05,5.84e-05,0.0,0.0015,0.0001561,0.0006528,0.0022151,0.0026182,0.0055395,0.0068115,0.0127643,0.0193017,0.0271179,0.0317219,0.0277427,0.0260906,0.0176478,0.0115966,0.0066438,0.0027983,0.0010767,0.0006754,0.0002708,4.4e-05,0.0,0.0,0.0,0.0
Western Sandpiper,0.0034064,0.0025724,0.003317,0.0029912,0.0027081,0.0015059,0.0017862,0.0017783,0.0012103,0.0016918,0.0015655,0.0014322,0.0019056,0.0036106,0.014833,0.0431397,0.05305,0.0283113,0.0134602,0.0052067,0.0009064,0.0005453,0.0004786,0.0065055,0.0245774,0.0510432,0.0533969,0.0539492,0.0697924,0.0938852,0.1144896,0.1091091,0.0945557,0.0815631,0.0584552,0.0438322,0.0248969,0.0163336,0.0129924,0.0097204,0.0072606,0.0066138,0.0054153,0.0044845,0.0029835,0.0033629,0.0034929,0.0035523
Semipalmated Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-05,8.4e-05,0.0011543,0.0010924,0.0006285,0.0001905,0.0002844,1.95e-05,0.0015,0.0014972,0.0063562,0.0105451,0.010424,0.0119632,0.0160196,0.0188547,0.0194318,0.0176621,0.0108979,0.0059366,0.0020788,0.0003966,2.5e-05,5.18e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-tailed Jaeger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0001138,0.0003338,0.0001222,6.35e-05,1.78e-05,3.89e-05,0.0,1.78e-05,2.23e-05,5.02e-05,7.82e-05,0.0002675,0.0004741,0.0009065,0.0008561,0.0018535,0.0014515,0.0016777,0.0009404,0.0005844,0.000325,0.0001294,0.0002067,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parasitic Jaeger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.0001121,0.0005365,0.0011531,0.0030552,0.0019049,0.0004976,0.0003311,0.0003121,0.0003743,0.000959,0.0005775,0.0006776,0.0013951,0.0018964,0.0029784,0.0039434,0.0069686,0.0117964,0.0178097,0.0168535,0.0126487,0.0089489,0.0072738,0.0088584,0.0040817,0.0018773,0.0008443,0.0002407,4.4e-05,0.0,0.0,0.0,0.0
Pomarine Jaeger,0.0,0.0,4.05e-05,3.12e-05,6.55e-05,0.0,0.0,4.62e-05,4.17e-05,4.51e-05,0.0003456,0.0001966,9.92e-05,0.0,0.000114,0.0003081,0.0001788,0.0001365,0.0003142,3.81e-05,1.78e-05,1.95e-05,2.08e-05,3.56e-05,6.69e-05,0.0003515,0.0003388,0.000688,0.0011229,0.0017353,0.001842,0.0021565,0.0020736,0.003278,0.0021778,0.0023377,0.0012998,0.0007766,0.0013583,0.0002525,0.0001104,0.0001689,0.0001504,2.2e-05,0.0001492,9.43e-05,2.65e-05,0.0
South Polar Skua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001047,0.0001397,3.55e-05,3.89e-05,4.16e-05,0.0004099,8.92e-05,0.0005524,0.0002085,0.0005733,0.0009232,0.0012691,0.0009859,0.0014258,0.0011981,0.0019616,0.0016829,0.0015028,0.0008749,0.0002071,8.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhinoceros Auklet,0.0208015,0.0185716,0.0169488,0.016623,0.0172753,0.0129184,0.0106903,0.0158433,0.0177789,0.0201214,0.0218757,0.0213429,0.0263806,0.0298921,0.0299318,0.0279567,0.0248586,0.0218025,0.0225384,0.0195822,0.0173643,0.0218111,0.0239725,0.0354686,0.0389179,0.0486329,0.0488364,0.0539874,0.0504292,0.0508922,0.0484628,0.0378371,0.0355736,0.0448597,0.0407355,0.0393029,0.040045,0.0454028,0.0460934,0.0398704,0.0385667,0.037037,0.0363128,0.0297868,0.0275673,0.0260544,0.024953,0.0221762
Tufted Puffin,1.51e-05,0.0,0.0,0.0,2.18e-05,3.63e-05,0.0,0.0,4.17e-05,0.0015,6.1e-05,2.81e-05,7.94e-05,8.4e-05,0.0004748,0.0010925,0.0012031,0.0012593,0.0010649,0.0009778,0.0015996,0.0016553,0.0023307,0.0037786,0.0034123,0.005147,0.005655,0.0058287,0.0056393,0.0061381,0.0054222,0.0042952,0.0030643,0.0028908,0.0009652,0.000647,0.0004749,7.77e-05,0.0001181,2.1e-05,8.28e-05,2.81e-05,6.02e-05,0.0002858,0.0,6.29e-05,0.0,6.9e-05
Horned Puffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17e-05,0.0,0.0,1.4e-05,1.98e-05,0.0,0.0,0.0,0.0,0.0,8.73e-05,5.08e-05,5.33e-05,0.0002532,0.0004578,0.000606,0.0002676,0.0003766,0.0007036,0.00086,0.0007735,0.0007252,0.0002854,0.0005525,0.0002074,0.0003097,2.47e-05,0.0,0.0015,0.0001812,0.0,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cassin's Auklet,0.0001363,0.0001046,0.0002832,0.0001091,0.0001966,0.0001089,6.77e-05,0.0001386,8.35e-05,0.0001128,0.0004473,0.000323,0.0002382,4.2e-05,0.0005128,0.0009804,0.0008454,0.0008952,0.0007856,0.0005334,0.0002844,0.0002337,0.0005827,0.0008733,0.0004907,0.0010294,0.001303,0.0019493,0.00262,0.0027453,0.0025944,0.0026555,0.0024883,0.003691,0.0030688,0.0024212,0.0017748,0.0012425,0.0015355,0.0008416,0.0013527,0.0006192,0.0013237,0.0002418,0.0005072,0.0001257,0.0002911,0.0002242
Least Auklet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crested Auklet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79e-05,0.0,3.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parakeet Auklet,0.0,0.0,0.0,0.0,2.18e-05,9.07e-05,2.71e-05,0.0015,0.0001461,6.77e-05,0.000122,0.0001966,0.0015,2.1e-05,0.0002279,7e-05,9.75e-05,1.52e-05,0.0,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.0,8.86e-05,0.0,0.0,0.0,0.0,0.0,2.98e-05,0.0,0.0,0.0
Long-billed Murrelet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82e-05,2.5e-05,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,6.29e-05,0.0015,0.0
Kittlitz's Murrelet,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marbled Murrelet,0.0141553,0.0160619,0.0144611,0.0132735,0.0113785,0.0084913,0.00613,0.0074598,0.0068236,0.0060905,0.0054689,0.0041563,0.0062726,0.0092573,0.0111485,0.0112471,0.011088,0.0105447,0.0098813,0.0091053,0.0089932,0.0110224,0.0120279,0.0149182,0.0146081,0.0166462,0.0152972,0.0163013,0.0156203,0.0189842,0.0185757,0.0150778,0.0143078,0.0164159,0.014255,0.0116886,0.0120235,0.0158677,0.0159747,0.0181153,0.0173371,0.0201508,0.0218418,0.0200484,0.0195417,0.0193601,0.0175439,0.0190033
Pigeon Guillemot,0.0457209,0.0504235,0.0491071,0.0522216,0.0507775,0.0443436,0.0382414,0.0493545,0.0505196,0.0535742,0.0530831,0.0508439,0.0550042,0.0574751,0.0573946,0.0545829,0.0523672,0.0468669,0.0499651,0.0475459,0.0433129,0.0516845,0.0542503,0.0679785,0.0713011,0.0835321,0.0868579,0.0920366,0.0945703,0.1023802,0.0922299,0.0678144,0.0516093,0.0505898,0.0406118,0.0388645,0.03962,0.0427107,0.0470974,0.0494225,0.0499406,0.0495328,0.0506032,0.0468015,0.0446029,0.0464517,0.0485301,0.0470771
Thick-billed Murre,0.0001363,0.0001046,0.0003843,0.000187,0.0001529,0.0001814,6.77e-05,4.62e-05,2.09e-05,0.0,0.0,1.4e-05,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.08e-05,0.0,0.0,0.0,0.0,1.91e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0,9.03e-05,0.0,2.98e-05,3.14e-05,7.94e-05,5.17e-05
Common Murre,0.0232086,0.0251804,0.0228344,0.0189599,0.016489,0.0123923,0.0091341,0.0107624,0.0096615,0.009384,0.0082949,0.0068101,0.0062924,0.0071372,0.0067423,0.0074794,0.0069259,0.0053103,0.0068261,0.0050162,0.0046743,0.006037,0.0061388,0.0088226,0.0085196,0.0138341,0.0170954,0.0254935,0.0290448,0.0330735,0.0357504,0.0342726,0.0317259,0.0360065,0.0304898,0.0303486,0.0297463,0.0332626,0.0378551,0.0409224,0.0378213,0.0370089,0.0392912,0.0318312,0.0299839,0.0274373,0.0287899,0.0286084
Ancient Murrelet,0.0049203,0.0051239,0.0058047,0.0035209,0.0023587,0.001887,0.0009066,0.0008545,0.0007512,0.0003609,0.0002643,0.0002949,0.0003374,0.0002729,0.0002659,0.0003642,0.0002114,0.0002883,0.0002793,0.0001778,0.0001066,0.0002337,0.000104,0.0001782,0.0001561,0.0001004,0.0001824,0.0003249,0.0004491,0.0002331,0.0001816,0.0004812,0.0007142,0.0012647,0.0009899,0.0007097,0.0017748,0.0033392,0.0044587,0.0051127,0.0094691,0.0112575,0.0142904,0.012772,0.0114864,0.0095543,0.0087852,0.0058631
