,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Long-tailed Duck,0.002711,0.0023364,0.0019914,0.0021362,0.0011301,0.0011614,0.0014655,0.0019595,0.0019254,0.0019713,0.0022511,0.0012157,0.001462,0.0009996,0.0008347,0.0004422,0.0007566,0.0,0.0,6.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002438,0.0,0.0002017,0.0002267,0.0022989,0.0054397,0.002821,0.0044817,0.0039659,0.00278,0.0027751,0.0027701,0.0019224,0.0017347
Bufflehead,0.3252004,0.3370327,0.3536343,0.3525375,0.2982725,0.2680023,0.2389944,0.3267706,0.2994785,0.3155919,0.3088312,0.2960126,0.2540782,0.261723,0.246557,0.1955657,0.1108742,0.0588194,0.0216887,0.0126988,0.0060474,0.0022906,0.0019477,0.0026411,0.0010667,0.0015372,0.001626,0.0037739,0.0011042,0.0011044,0.0007467,0.0005297,0.000602,0.000724,0.0008532,0.0026282,0.0062525,0.0130356,0.0524904,0.1623753,0.2267266,0.3229154,0.3440692,0.3649897,0.2935212,0.319315,0.3186351,0.3450597
Common Goldeneye,0.1604196,0.1705607,0.1745768,0.1761393,0.1511947,0.13509,0.1105913,0.1646916,0.1408744,0.1474702,0.1451082,0.123754,0.0959526,0.079153,0.0607629,0.0348683,0.0152005,0.0096379,0.0041617,0.0010058,0.0005644,0.0007967,0.0006151,8.8e-05,0.0015,0.000473,0.0003752,0.0001841,0.0001104,0.0002454,0.0003734,0.0001766,0.0007024,0.0001207,0.0003657,0.0003894,0.0012102,0.0012469,0.0022989,0.0089755,0.0208965,0.0589692,0.092537,0.1406152,0.1460134,0.1639386,0.1561937,0.1824174
Barrow's Goldeneye,0.0609972,0.0574933,0.0599071,0.0626618,0.0607846,0.0534262,0.0474607,0.0678361,0.0604091,0.0591383,0.0641558,0.0521517,0.0509388,0.0388949,0.0296302,0.0123176,0.0058463,0.0038268,0.0013605,0.0007544,0.0001613,9.96e-05,0.0003075,8.8e-05,0.0002909,0.0003547,0.0002502,9.2e-05,0.0,0.0015,0.0,0.0015,0.0001003,0.0004827,0.0,9.73e-05,0.0001008,0.0001134,0.0029374,0.0206709,0.0299864,0.0462319,0.0523975,0.0617882,0.0558224,0.0561571,0.0544275,0.062101
Hooded Merganser,0.129479,0.128004,0.1306007,0.1275246,0.1033258,0.0908827,0.079646,0.1135579,0.1014842,0.1050408,0.0987879,0.0914782,0.0674054,0.0724282,0.0599282,0.0457962,0.0299883,0.0231734,0.0180072,0.0170365,0.0144332,0.0128473,0.0120964,0.0151422,0.0129946,0.0146624,0.0173859,0.0219072,0.0227473,0.0250337,0.0262601,0.032577,0.0288983,0.0335465,0.0474159,0.0506181,0.0444736,0.0506688,0.0721584,0.1070716,0.1141991,0.1372803,0.1516645,0.1557708,0.1177287,0.1298162,0.1423765,0.1384263
Common Merganser,0.1992574,0.2079439,0.212081,0.2077939,0.1691153,0.1565767,0.1307705,0.1887655,0.1636582,0.1760068,0.1630303,0.164904,0.1278086,0.131225,0.117269,0.093298,0.0589449,0.0524414,0.0461785,0.0475262,0.035075,0.0375461,0.0380318,0.0302844,0.0208495,0.0211659,0.0232645,0.0231038,0.0193242,0.0261382,0.0382078,0.0386687,0.0324102,0.037408,0.0386397,0.0362114,0.0287414,0.0437543,0.0595147,0.0779692,0.07972,0.1189999,0.1461363,0.1718232,0.1533782,0.1803072,0.200769,0.2073966
Red-breasted Merganser,0.0762612,0.0697597,0.0708596,0.0703651,0.059816,0.0492886,0.0400203,0.0573855,0.0469314,0.0430865,0.0326407,0.0280209,0.0259311,0.0229008,0.0238711,0.0142126,0.0058463,0.0029055,0.0009604,0.0002515,0.0001613,9.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83e-05,0.0001003,0.0,0.0,0.0018495,0.0032271,0.0103151,0.0223499,0.0323663,0.0434646,0.0511853,0.0562432,0.0563178,0.0619063,0.0610677,0.0505827,0.0730641
Ruddy Duck,0.0275813,0.0278705,0.0297046,0.0292595,0.0228447,0.0216318,0.0200665,0.0260334,0.018933,0.0196189,0.0169697,0.0160467,0.0118498,0.0104507,0.0091812,0.0088434,0.0063278,0.0060945,0.0067227,0.0040863,0.0032253,0.0018922,0.0028703,0.0022889,0.0018425,0.0016554,0.0010006,0.0014728,0.0019876,0.001718,0.0018668,0.0034431,0.0081276,0.0090503,0.0093857,0.0086635,0.0146228,0.0172297,0.0167305,0.0242067,0.0204785,0.0251209,0.0200697,0.0182943,0.014516,0.0186351,0.0218671,0.0254649
Helmeted Guineafowl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Bobwhite,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,8.66e-05,0.0015,0.0,9.09e-05,0.0,0.0,0.0015,0.0015,8e-05,6.29e-05,0.0,0.0001992,0.0001025,0.0015,9.7e-05,0.0013007,0.001626,0.0009205,0.0001104,0.0001227,0.0002489,8.83e-05,0.0015,0.0001207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Quail,0.004479,0.0035881,0.0043146,0.0036251,0.0037133,0.0029036,0.0031565,0.0040123,0.0034497,0.00582,0.0039827,0.0071724,0.007156,0.0104507,0.0128537,0.0121281,0.0138937,0.0121182,0.0109644,0.0132646,0.0139494,0.0099592,0.0098411,0.0106523,0.0095035,0.0091049,0.0088806,0.0082842,0.0076193,0.0072402,0.0093342,0.0072393,0.0089304,0.0092917,0.0075573,0.007398,0.00595,0.0058944,0.0056194,0.0062557,0.0059555,0.0066046,0.0070905,0.0053807,0.0062974,0.0056661,0.0052866,0.0031918
Wild Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruffed Grouse,0.0015,0.0,0.0001659,6.47e-05,0.0015,0.0015,0.0002255,0.0,0.0002407,9.39e-05,0.0005195,0.0006686,0.0007695,0.0016358,0.0001669,0.0005053,0.0004815,0.0001417,0.0002401,0.0003772,0.0002419,0.0002988,0.0003075,0.0007923,0.0006788,0.0003547,0.0002502,9.2e-05,0.0003313,0.0015,0.0002489,8.83e-05,0.0001003,0.000362,0.0003657,0.0004867,0.0001008,0.0001134,0.0001277,0.0001813,0.000209,0.0002359,0.0002404,0.0004484,0.0001067,0.0001259,0.0001201,0.0001388
Sooty Grouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0001127,9.33e-05,0.0,9.39e-05,8.66e-05,0.0002431,0.0002308,0.0005453,0.0007512,0.0006948,0.0006878,0.0009213,0.0016807,0.002326,0.0009676,0.0014939,0.0019477,0.0041377,0.0043638,0.0036656,0.0033771,0.0024853,0.0009938,0.0014726,0.0008712,0.0014126,0.0009031,0.0019307,0.0002438,0.0006814,0.0003025,0.0003401,0.0005109,0.0001813,0.0003134,0.0001179,0.0,8.97e-05,0.0015,0.0,0.0,0.0
White-tailed Ptarmigan,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0002489,0.0002649,0.0001003,0.0001207,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Pheasant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring-necked Pheasant,0.003595,0.0023364,0.0038168,0.0042724,0.0029868,0.0020325,0.0028183,0.0046655,0.0056959,0.0088238,0.0071861,0.008692,0.0067713,0.0089059,0.0131875,0.0125071,0.0075659,0.0075827,0.0071228,0.0076067,0.0093533,0.0101584,0.0124039,0.0068668,0.0056245,0.0047298,0.0051282,0.003866,0.0030919,0.0026997,0.0029869,0.0023837,0.0029099,0.0028961,0.0054851,0.0049645,0.0043364,0.0028338,0.0054917,0.0047144,0.0039703,0.0048355,0.0062492,0.0052013,0.0037357,0.0047847,0.0021627,0.0025673
Indian Peafowl,0.0,0.0,8.3e-05,0.0,0.0,7.26e-05,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,6.88e-05,0.0,8e-05,0.0001257,0.0001613,0.0015,0.0,0.0015,0.0002909,0.0001182,0.0001251,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Junglefowl,0.0,0.0,8.3e-05,6.47e-05,8.07e-05,7.26e-05,5.64e-05,9.33e-05,0.0001604,0.0001877,0.0002597,0.0001823,7.69e-05,0.0,8.35e-05,6.32e-05,6.88e-05,0.0,8e-05,6.29e-05,8.06e-05,9.96e-05,0.000205,0.0001761,0.0001939,0.0001182,0.0002502,0.0,0.0001104,0.0001227,0.0,8.83e-05,0.0,0.0,0.0001219,9.73e-05,0.0,0.0,0.0,0.0,0.0,0.0001179,0.0,0.000269,0.0001067,0.0002518,0.0,0.0002775
Red-legged Partridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chukar,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0001604,9.39e-05,0.0001732,0.0,0.0,0.0,0.0,6.32e-05,6.88e-05,0.0015,0.0015,0.0003772,0.0012901,0.0001992,0.0005126,0.0004402,0.0001939,0.0001182,0.0002502,9.2e-05,0.0,0.0,0.0,8.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
Rock Pigeon,0.1387317,0.1446095,0.1423,0.142478,0.1221343,0.1212253,0.1068711,0.1501353,0.128921,0.1382709,0.1548052,0.1507416,0.1409665,0.1406761,0.1468993,0.1461057,0.1322649,0.131316,0.1227691,0.1286226,0.1143364,0.1274773,0.1262942,0.1464037,0.1251939,0.1647156,0.1678549,0.1795839,0.1617712,0.1999018,0.2007467,0.2002295,0.1712824,0.1950042,0.1860068,0.1857296,0.1514724,0.1664022,0.1706258,0.157117,0.1382301,0.1595707,0.1616392,0.1593579,0.1334187,0.1595316,0.1530698,0.1571607
Band-tailed Pigeon,0.0074257,0.0076769,0.0107036,0.0098395,0.0118663,0.0166231,0.0184319,0.015956,0.0206177,0.0233737,0.0391342,0.0410284,0.052093,0.0517085,0.0700275,0.0761165,0.0793727,0.0804337,0.0832333,0.0926636,0.0971617,0.1090529,0.0983086,0.0883881,0.079519,0.0685822,0.0664165,0.0660898,0.0615062,0.0636888,0.0637212,0.0667432,0.0690347,0.0631109,0.0570453,0.0571401,0.0417507,0.0334391,0.0226054,0.0174977,0.0132693,0.0140347,0.0103353,0.007802,0.0067243,0.0074289,0.0084104,0.0094366
Eurasian Collared-Dove,0.0073079,0.0073431,0.0073017,0.0131409,0.005247,0.0063879,0.0062003,0.0063451,0.0050542,0.0082606,0.0073593,0.008692,0.0091567,0.0132679,0.0217845,0.0207188,0.0204966,0.0192757,0.0172069,0.0170365,0.0182229,0.0152375,0.0185546,0.0124131,0.011443,0.0098144,0.0101313,0.0081922,0.0087235,0.0084673,0.0083385,0.0089167,0.0064218,0.0076023,0.0086543,0.0117784,0.0067568,0.0095217,0.0054917,0.0055304,0.005642,0.0080198,0.0079317,0.0068155,0.0030953,0.0118358,0.0092515,0.0071468
African Collared-Dove,0.0,0.0,0.0,6.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006625,0.0006136,0.0006223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White-winged Dove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mourning Dove,0.0063649,0.0076769,0.0051444,0.0063439,0.0050048,0.0079123,0.0096387,0.0071848,0.0060168,0.009387,0.0090043,0.0082057,0.0079255,0.0119048,0.0126868,0.0172446,0.0194649,0.023386,0.0205682,0.0272207,0.0208031,0.026591,0.0256279,0.0207765,0.0180372,0.0191557,0.0172608,0.0164764,0.0134717,0.0127623,0.013939,0.0135958,0.0155529,0.0148425,0.014627,0.0127519,0.0108915,0.0107685,0.0081737,0.0101541,0.0085675,0.011558,0.0091335,0.0078917,0.0046963,0.007177,0.0068485,0.008257
Yellow-billed Cuckoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Nighthawk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09e-05,0.0,0.0010687,0.0058055,0.0090628,0.0094311,0.0068668,0.0048487,0.0043751,0.0042527,0.0023012,0.0039753,0.0015953,0.0011201,0.0020305,0.0008027,0.0013274,0.0021941,0.0003894,0.0003025,0.0001134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Poorwill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000292,0.0,0.0055543,0.0003831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001376,0.0008504,0.0040816,0.007481,0.0081438,0.0210138,0.0225525,0.0133815,0.0073701,0.0068582,0.0057536,0.0049705,0.0025398,0.0039269,0.0036092,0.0047674,0.0034116,0.0014481,0.0017065,0.0007787,0.0001008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaux's Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0006361,0.0100993,0.0353736,0.042919,0.0476933,0.0562625,0.063054,0.0574101,0.0764864,0.0747309,0.0520292,0.0435415,0.0472981,0.052783,0.0515464,0.0418507,0.0563259,0.0476665,0.0451134,0.0312061,0.0353566,0.0425402,0.0230702,0.0056474,0.0013602,0.0,0.0,0.0001045,0.0002359,0.0,0.0,0.0,0.0,0.0,0.0
White-throated Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0001245,0.0,0.0,0.0001207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black-chinned Hummingbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,9.7e-05,0.0,0.0001251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna's Hummingbird,0.3743517,0.4314085,0.4455692,0.4675686,0.4702131,0.5092189,0.5030156,0.4970607,0.4844765,0.4852154,0.5008658,0.4985412,0.4570637,0.4757361,0.4680745,0.4779231,0.4573905,0.4658777,0.4233693,0.4457786,0.4038865,0.3803406,0.3796002,0.3611233,0.3342708,0.3410193,0.3629769,0.3896355,0.3955389,0.4187017,0.4492844,0.4661428,0.4528397,0.4732714,0.4919551,0.4840845,0.4319282,0.4284743,0.4045977,0.4017226,0.3536726,0.3801156,0.3928614,0.3805937,0.3401644,0.398892,0.4190797,0.4062587
Costa's Hummingbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0001376,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calliope Hummingbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69e-05,0.0015,8.35e-05,0.0012002,0.0002751,7.09e-05,8e-05,0.0,0.0,0.0,0.0,8.8e-05,0.0002909,0.0002365,0.0,9.2e-05,0.0001104,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rufous Hummingbird,5.89e-05,0.0003338,8.3e-05,6.47e-05,0.0001614,0.0002178,0.0005073,0.0007465,0.0044124,0.0159579,0.0450216,0.0788354,0.088181,0.1071429,0.1140973,0.1203335,0.1136254,0.1131741,0.1144458,0.1296285,0.1215933,0.1280749,0.1504869,0.1120697,0.0864042,0.0713019,0.0654159,0.0570692,0.0449426,0.0397595,0.0362166,0.0311645,0.0146498,0.0082056,0.0026816,0.0005841,0.0007059,0.0015,0.0,0.0,0.0003134,0.0002359,0.0001202,0.0001794,0.0002135,0.0002518,0.0002403,0.0004163
Virginia Rail,0.0135549,0.0106809,0.0136907,0.0124288,0.010494,0.0089286,0.0093005,0.0196883,0.0206177,0.028255,0.0393074,0.0413324,0.0340105,0.0399855,0.0421501,0.0483229,0.0387922,0.0445752,0.0395358,0.0440058,0.0370908,0.0354546,0.0300359,0.0283476,0.0246315,0.031808,0.0296435,0.0289948,0.0270539,0.035219,0.0357187,0.0367264,0.0366245,0.038132,0.0435154,0.0407865,0.0311618,0.0320789,0.0321839,0.0318223,0.020374,0.0255926,0.028362,0.0214331,0.0184652,0.0166205,0.0186231,0.0163059
Sora,0.0027699,0.0019192,0.0019084,0.0011652,0.0003229,0.0002178,0.0003946,0.0011197,0.0025672,0.0018774,0.0012987,0.0023705,0.0030009,0.0024537,0.0041733,0.0054324,0.0081849,0.0060945,0.0033613,0.0031433,0.0027415,0.002191,0.0019477,0.0015846,0.0013576,0.0029561,0.0018762,0.0023012,0.0020981,0.0029451,0.0060983,0.0054736,0.0062212,0.0097743,0.0078011,0.0042831,0.0019161,0.001927,0.0011494,0.0010879,0.0006269,0.0004718,0.0001202,0.0004484,0.0001067,0.0001259,0.0001201,0.0006245
American Coot,0.1891796,0.1951769,0.2066047,0.2081176,0.1666936,0.1548345,0.1332507,0.1965102,0.1841155,0.2020088,0.2012987,0.195964,0.164743,0.1820247,0.1624238,0.1258291,0.0775844,0.0695911,0.0479392,0.0446344,0.034188,0.035355,0.035469,0.0352144,0.0284135,0.0409129,0.0451532,0.0539396,0.0517889,0.0661431,0.0901058,0.1122098,0.1203091,0.1420297,0.1605314,0.1746325,0.1460266,0.1716164,0.190166,0.2162285,0.1751123,0.2155915,0.2200457,0.2244642,0.1655459,0.1727525,0.1852697,0.1855398
Purple Gallinule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandhill Crane,0.0002357,0.0002503,0.0001659,0.0,8.07e-05,7.26e-05,0.0,9.33e-05,0.0,0.0015,8.66e-05,0.0002431,0.0003847,0.0002726,0.0015,0.0001895,0.0002063,0.0001417,8e-05,0.0,8.06e-05,9.96e-05,0.0001025,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0001207,0.0004876,0.0008761,0.0002017,0.0010202,0.0005109,0.0013599,0.0005224,0.0,0.0001202,8.97e-05,0.0003202,0.0008814,0.0001201,0.0002775
Black-necked Stilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015024,0.0009475,0.0001376,7.09e-05,0.0,0.0,0.0,0.0,0.0,8.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003531,0.0,0.0,0.0020722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Avocet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08e-05,0.0,0.0,0.0,0.0006317,0.0011693,0.0,0.0015,0.0010687,0.0001613,9.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001245,0.0013243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Oystercatcher,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001823,0.0004617,9.09e-05,0.0003339,0.0001895,0.0004127,0.0002126,0.0006403,0.0001886,0.0015,0.0,0.0001025,0.0,0.0,0.0,0.0,9.2e-05,0.0001104,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0001277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black-bellied Plover,0.0,8.34e-05,8.3e-05,6.47e-05,8.07e-05,0.0002178,5.64e-05,0.0,0.0015,0.0015,8.66e-05,0.0001216,0.0006925,0.0003635,0.0017528,0.0012002,0.0008941,0.0002126,0.0002401,0.0,8.06e-05,0.0,0.0,0.0,0.0,0.0001182,0.0001251,0.0002761,0.0005521,0.0015,0.0003734,0.0001766,0.0039133,0.0027754,0.0028035,0.0037964,0.0021178,0.0005668,0.0001277,0.0010879,0.0003134,0.0002359,0.0004807,8.97e-05,0.0,0.0,0.0015,0.0002775
American Golden-Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001003,0.0038615,0.0012189,0.0027256,0.0,0.0005668,0.0086845,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacific Golden-Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0036568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003777,0.0,0.0
Killdeer,0.0590523,0.0538218,0.0589114,0.0632444,0.0506942,0.0591609,0.0470661,0.0823925,0.0723626,0.080353,0.0931602,0.0863117,0.0832564,0.1090513,0.1302896,0.1280399,0.1152762,0.1283396,0.1159664,0.1196329,0.0959523,0.0937158,0.0863147,0.0813452,0.072149,0.0895116,0.0965604,0.0920471,0.0886705,0.1197693,0.1178594,0.1341926,0.1384708,0.1573549,0.1549244,0.1503942,0.1184954,0.113353,0.1177522,0.0864914,0.0590325,0.0705272,0.0717462,0.0577527,0.049952,0.0550239,0.0547879,0.0589786
Semipalmated Plover,5.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001669,0.0010738,0.0023385,0.0024803,0.0012005,0.0003772,0.0001613,0.0,0.0,8.8e-05,0.0001939,0.0007095,0.0017511,0.0048785,0.0037544,0.0074856,0.0156814,0.0279862,0.0351194,0.028599,0.0074354,0.0036017,0.0019161,0.0004534,0.0005109,0.0001813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snowy Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009629,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upland Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001245,0.0,0.0,0.0022927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hudsonian Whimbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001539,0.0027263,0.0030882,0.0022109,0.0032327,0.002126,0.0017607,0.0033947,0.0005644,0.0002988,0.0,8.8e-05,0.0001939,0.0,0.0002502,9.2e-05,0.0001104,0.0004909,0.0002489,0.0007946,0.0017058,0.0014481,0.0007314,0.0001947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-billed Curlew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08e-05,0.0,0.0006361,0.0005843,0.0010107,0.0001376,0.0015,0.0,6.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001841,0.0001104,0.0,0.0,0.0002649,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
