,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Vaux's Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015528,0.0403226,0.1231733,0.1750973,0.1666667,0.2402878,0.2342621,0.2792916,0.3492063,0.2716895,0.1843687,0.2,0.1903485,0.2352941,0.2142857,0.2459016,0.2864721,0.1766169,0.1593985,0.092803,0.1064302,0.1345029,0.0724832,0.0140845,0.0057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna's Hummingbird,0.6265734,0.653211,0.7285464,0.7868163,0.7687861,0.7825203,0.7922078,0.7762646,0.8476499,0.8235294,0.8420074,0.8534961,0.8491172,0.8322981,0.8172043,0.8152401,0.7924773,0.8086854,0.8345324,0.7946336,0.7343324,0.6613757,0.6324201,0.6613226,0.5384615,0.5898123,0.5345269,0.6027875,0.6038251,0.6339523,0.6865672,0.7097744,0.7159091,0.72949,0.7037037,0.714094,0.6861167,0.6187739,0.5613682,0.5402145,0.5329457,0.4851301,0.5274102,0.4940299,0.4417989,0.4929972,0.5662651,0.5358362
Rufous Hummingbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058824,0.0055762,0.008879,0.0032103,0.0139752,0.0201613,0.0240084,0.0129702,0.0211268,0.0086331,0.0319917,0.0476839,0.0582011,0.0616438,0.0340681,0.025641,0.0214477,0.0153453,0.0209059,0.0245902,0.0265252,0.0174129,0.0195489,0.0018939,0.0044346,0.0019493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia Rail,0.0573427,0.0366972,0.0420315,0.0434783,0.0500963,0.0447154,0.0482375,0.1050584,0.0940032,0.1980392,0.2472119,0.2463929,0.247191,0.2795031,0.3010753,0.322547,0.2918288,0.3157277,0.3294964,0.3457172,0.3051771,0.3068783,0.2922374,0.252505,0.2205128,0.2412869,0.1969309,0.1777003,0.1857923,0.2068966,0.1890547,0.2285714,0.2613636,0.2882483,0.2768031,0.2281879,0.193159,0.1800766,0.1730382,0.155496,0.124031,0.1096654,0.1020794,0.0940299,0.1005291,0.1008403,0.0783133,0.0699659
Sora,0.0,0.0,0.0017513,0.0042076,0.0,0.0020325,0.0,0.0,0.0,0.0,0.0,0.0,0.0016051,0.0031056,0.016129,0.0187891,0.0376135,0.0129108,0.0071942,0.0072239,0.0081744,0.0,0.0022831,0.002004,0.0076923,0.002681,0.0051151,0.0017422,0.010929,0.0238727,0.0199005,0.0165414,0.0227273,0.0199557,0.0077973,0.009396,0.0120724,0.0,0.0020121,0.0040214,0.001938,0.0,0.0,0.0014925,0.0,0.0,0.0,0.0
American Coot,0.8237762,0.7981651,0.821366,0.8092567,0.7668593,0.8069106,0.8107607,0.844358,0.8265802,0.8764706,0.8996283,0.8612653,0.8876404,0.9006211,0.8991935,0.8173278,0.695201,0.5868545,0.4446043,0.3178535,0.2656676,0.2839506,0.2488584,0.2685371,0.2666667,0.3780161,0.3529412,0.4547038,0.4945355,0.5198939,0.6218905,0.7067669,0.7405303,0.8337029,0.8654971,0.8402685,0.8672032,0.8601533,0.8269618,0.8364611,0.8372093,0.83829,0.8506616,0.8,0.8306878,0.8039216,0.7951807,0.8071672
Sandhill Crane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013423,0.0,0.0038314,0.0,0.0107239,0.0,0.0,0.0,0.0,0.0,0.0028011,0.0,0.0
Black-necked Stilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Avocet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black-bellied Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048154,0.0015,0.0,0.0,0.001297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020121,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Golden-Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Killdeer,0.1818182,0.1724771,0.1821366,0.1991585,0.1888247,0.2784553,0.2170686,0.3151751,0.2998379,0.3196078,0.3401487,0.3152053,0.3306581,0.447205,0.4959677,0.4676409,0.4656291,0.4859155,0.4330935,0.4530444,0.4346049,0.3474427,0.3926941,0.3466934,0.3153846,0.4048257,0.3017903,0.2909408,0.2595628,0.2679045,0.2114428,0.2842105,0.3655303,0.4390244,0.4717349,0.4657718,0.4185111,0.3582375,0.3259557,0.1876676,0.1841085,0.1728625,0.1512287,0.1208955,0.1851852,0.140056,0.2108434,0.1587031
Semipalmated Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010438,0.001297,0.0011737,0.0,0.002064,0.0013624,0.0,0.0,0.0,0.0025641,0.0015,0.0,0.0017422,0.0,0.0,0.0074627,0.0406015,0.0,0.0022173,0.0155945,0.0080537,0.0,0.0,0.0020121,0.0013405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upland Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hudsonian Whimbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013441,0.0031315,0.002594,0.0035211,0.0071942,0.001032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-billed Curlew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-billed Dowitcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0064851,0.0023474,0.0,0.001032,0.0,0.0,0.0,0.0,0.0,0.0107239,0.0076726,0.0052265,0.0054645,0.0015,0.0024876,0.0045113,0.0189394,0.0022173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-billed Dowitcher,0.020979,0.0055046,0.0227671,0.0196353,0.0096339,0.0223577,0.012987,0.0136187,0.0097245,0.0019608,0.0055762,0.0033296,0.011236,0.0,0.0,0.0,0.0116732,0.0657277,0.0374101,0.002064,0.0,0.0,0.0,0.0,0.0025641,0.1608579,0.1918159,0.1219512,0.1229508,0.0291777,0.0497512,0.0270677,0.0037879,0.0332594,0.0350877,0.0630872,0.0663984,0.0440613,0.0985915,0.0482574,0.0193798,0.0185874,0.0132325,0.0029851,0.0026455,0.0056022,0.0271084,0.0119454
Wilson's Snipe,0.0405594,0.0256881,0.0402802,0.0546985,0.0231214,0.0569106,0.0352505,0.0525292,0.0356564,0.027451,0.0260223,0.0266371,0.0658106,0.0559006,0.0591398,0.059499,0.0518807,0.0234742,0.0172662,0.001032,0.0,0.0,0.0,0.0,0.0,0.0053619,0.0051151,0.0069686,0.0081967,0.0159151,0.0099502,0.0360902,0.0681818,0.1175166,0.1130604,0.1328859,0.0985915,0.0938697,0.1207243,0.1072386,0.0736434,0.0687732,0.1077505,0.0567164,0.0634921,0.0560224,0.060241,0.0409556
Wilson's Phalarope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001297,0.0176056,0.0028777,0.00516,0.0015,0.0017637,0.0022831,0.0,0.0,0.0,0.0051151,0.0,0.0,0.0026525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red-necked Phalarope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028777,0.002064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106101,0.0049751,0.0090226,0.0189394,0.0,0.0,0.0040268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotted Sandpiper,0.0013986,0.0,0.0,0.0014025,0.0,0.0020325,0.0,0.0,0.0,0.0,0.0,0.0011099,0.0,0.0,0.0,0.0125261,0.0505837,0.0751174,0.0920863,0.0825593,0.0476839,0.0141093,0.0342466,0.0140281,0.0307692,0.0080429,0.0306905,0.0574913,0.0655738,0.1087533,0.0820896,0.1218045,0.1136364,0.0620843,0.0233918,0.0147651,0.0020121,0.0019157,0.0040241,0.0093834,0.0,0.0,0.0,0.0,0.0,0.0,0.003012,0.0
Solitary Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334029,0.0609598,0.0211268,0.0100719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575,0.0052265,0.0163934,0.0106101,0.039801,0.0090226,0.0113636,0.0088692,0.0,0.0013423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesser Yellowlegs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174731,0.0020877,0.002594,0.0011737,0.0057554,0.002064,0.0,0.0,0.0,0.008016,0.0025641,0.002681,0.0051151,0.0087108,0.0218579,0.0265252,0.0298507,0.0180451,0.0265152,0.0044346,0.0038986,0.0026846,0.0020121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greater Yellowlegs,0.0,0.0,0.0,0.002805,0.0,0.0,0.0018553,0.0,0.0016207,0.0176471,0.0055762,0.0155383,0.0304976,0.0248447,0.0322581,0.0208768,0.0220493,0.0070423,0.0057554,0.0,0.0,0.0,0.0045662,0.012024,0.0230769,0.0294906,0.0358056,0.0087108,0.0163934,0.0132626,0.0373134,0.0390977,0.030303,0.0243902,0.0136452,0.0134228,0.0201207,0.0229885,0.0241449,0.0160858,0.001938,0.0018587,0.0,0.0,0.0,0.0,0.0,0.0017065
Ruff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharp-tailed Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stilt Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanderling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291,0.0,0.0,0.0
Dunlin,0.034965,0.0366972,0.0245184,0.0252454,0.0115607,0.0060976,0.0055659,0.0116732,0.0016207,0.0058824,0.0055762,0.0066593,0.0128411,0.0341615,0.0268817,0.0125261,0.0116732,0.0035211,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019493,0.0,0.0040241,0.01341,0.028169,0.0469169,0.0658915,0.0371747,0.0189036,0.0164179,0.021164,0.0056022,0.0150602,0.0221843
Baird's Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0027322,0.0015,0.0049751,0.006015,0.0,0.0177384,0.0116959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Least Sandpiper,0.0055944,0.0018349,0.0017513,0.0014025,0.0,0.0,0.0,0.0,0.0016207,0.0,0.0,0.0,0.0,0.0046584,0.030914,0.1450939,0.1763943,0.0610329,0.0057554,0.001032,0.0027248,0.0,0.0,0.0320641,0.1564103,0.1447721,0.1662404,0.1114983,0.1448087,0.1405836,0.1716418,0.1639098,0.0625,0.0509978,0.0662768,0.0281879,0.0100604,0.0153257,0.0100604,0.002681,0.001938,0.0055762,0.0018904,0.0,0.0,0.0,0.003012,0.0
Pectoral Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211,0.0143885,0.003096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069686,0.0027322,0.005305,0.0074627,0.006015,0.0568182,0.0133038,0.0487329,0.0483221,0.0241449,0.01341,0.0181087,0.002681,0.001938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120968,0.0334029,0.0596628,0.0187793,0.0028777,0.001032,0.0,0.0,0.0,0.002004,0.025641,0.0214477,0.0306905,0.0174216,0.010929,0.0371353,0.0696517,0.0330827,0.0473485,0.0620843,0.0643275,0.042953,0.0321932,0.0172414,0.0160966,0.0053619,0.003876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Semipalmated Sandpiper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001297,0.0023474,0.0,0.0,0.0,0.0,0.0,0.0,0.0025641,0.0015,0.0102302,0.0069686,0.0027322,0.0026525,0.0074627,0.0015038,0.0,0.0,0.0,0.0013423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parasitic Jaeger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0116959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ancient Murrelet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross's Gull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
Sabine's Gull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonaparte's Gull,0.0,0.0018349,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015528,0.0013441,0.0020877,0.0051881,0.0011737,0.0100719,0.006192,0.0,0.0,0.0159817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024876,0.0030075,0.0,0.0066519,0.0097466,0.0053691,0.0120724,0.0076628,0.0040241,0.0120643,0.0135659,0.0130112,0.0037807,0.0,0.0026455,0.0,0.0015,0.0
Franklin's Gull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015038,0.0,0.0,0.0019493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-billed Gull,0.1174825,0.0954128,0.1050788,0.0911641,0.0789981,0.0873984,0.0649351,0.0836576,0.0680713,0.0588235,0.070632,0.0643729,0.081862,0.0900621,0.063172,0.0292276,0.0129702,0.0046948,0.0028777,0.002064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967,0.0,0.0049751,0.0030075,0.0094697,0.0155211,0.0097466,0.0268456,0.054326,0.0517241,0.0764588,0.1099196,0.1007752,0.1226766,0.1115312,0.1089552,0.1058201,0.1176471,0.1325301,0.1023891
Ring-billed Gull,0.1888112,0.1119266,0.1366025,0.1220196,0.1098266,0.1056911,0.1076067,0.1128405,0.0858995,0.0470588,0.027881,0.0144284,0.0304976,0.0326087,0.0201613,0.0177453,0.0103761,0.0199531,0.0172662,0.0268318,0.0190736,0.0246914,0.0342466,0.0280561,0.0282051,0.0321716,0.0383632,0.043554,0.0519126,0.071618,0.0771144,0.0631579,0.1060606,0.1906874,0.2339181,0.1865772,0.1770624,0.1666667,0.1911469,0.19437,0.2267442,0.2007435,0.1890359,0.2283582,0.1825397,0.1876751,0.189759,0.1552901
Western Gull,0.0013986,0.0018349,0.0,0.0042076,0.0057803,0.0020325,0.0092764,0.0,0.0,0.0,0.0,0.0,0.0016051,0.0,0.0013441,0.0,0.0,0.0,0.0,0.001032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022173,0.0,0.0013423,0.0,0.0019157,0.0,0.0013405,0.001938,0.0037175,0.0018904,0.0,0.0,0.0,0.003012,0.0051195
American Herring Gull,0.006993,0.012844,0.0035026,0.002805,0.0057803,0.0060976,0.0092764,0.0038911,0.006483,0.0058824,0.0018587,0.0055494,0.0048154,0.0015528,0.0026882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018939,0.0,0.0,0.0040268,0.0020121,0.0015,0.0040241,0.0040214,0.0077519,0.0037175,0.0075614,0.0029851,0.0132275,0.0,0.0,0.0017065
California Gull,0.0265734,0.0275229,0.0210158,0.0140252,0.017341,0.0142276,0.0111317,0.0233463,0.006483,0.0156863,0.0167286,0.0144284,0.0176565,0.0217391,0.0228495,0.0240084,0.0246433,0.0176056,0.0330935,0.0433437,0.0558583,0.0864198,0.06621,0.0480962,0.0358974,0.0536193,0.0664962,0.0836237,0.0628415,0.0822281,0.1094527,0.0661654,0.0984848,0.1884701,0.1968811,0.1798658,0.1488934,0.137931,0.1529175,0.113941,0.1104651,0.0873606,0.0812854,0.0507463,0.037037,0.0364146,0.0271084,0.0204778
Glaucous-winged Gull,0.3636364,0.3266055,0.3397548,0.3380084,0.3699422,0.3597561,0.3506494,0.3599222,0.3776337,0.3470588,0.2806691,0.3085461,0.2760835,0.3695652,0.3736559,0.3851775,0.3968872,0.3802817,0.4,0.4158927,0.4059946,0.4021164,0.3675799,0.2985972,0.3717949,0.3458445,0.3785166,0.3797909,0.4153005,0.4190981,0.4353234,0.3518797,0.3257576,0.3170732,0.331384,0.295302,0.2615694,0.289272,0.3219316,0.3485255,0.4031008,0.3643123,0.4102079,0.3686567,0.3994709,0.4033613,0.4638554,0.3737201
Iceland Gull,0.0055944,0.0018349,0.0015,0.0042076,0.0019268,0.004065,0.0,0.0,0.0,0.0,0.0,0.0011099,0.0,0.0,0.0026882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020121,0.0019157,0.0,0.0053619,0.005814,0.0055762,0.0018904,0.0029851,0.005291,0.0028011,0.003012,0.0051195
Least Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caspian Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048154,0.0217391,0.063172,0.1263048,0.1465629,0.1443662,0.2129496,0.3054696,0.3119891,0.3880071,0.3675799,0.3867735,0.3769231,0.3887399,0.3503836,0.4372822,0.3497268,0.3209549,0.3283582,0.2827068,0.2765152,0.2882483,0.2046784,0.1530201,0.0442656,0.0038314,0.0120724,0.0013405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forster's Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arctic Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037879,0.0532151,0.0194932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pied-billed Grebe,0.8321678,0.8275229,0.8353765,0.8092567,0.8285164,0.8353659,0.8218924,0.8365759,0.8314425,0.8647059,0.8810409,0.8712542,0.8298555,0.8385093,0.8225806,0.7160752,0.6718547,0.6666667,0.6215827,0.6573787,0.6512262,0.643739,0.6484018,0.6372745,0.6846154,0.6970509,0.6982097,0.7752613,0.8306011,0.7851459,0.8308458,0.8526316,0.8503788,0.8558758,0.8557505,0.842953,0.8531187,0.8199234,0.832998,0.8619303,0.8449612,0.8289963,0.8185255,0.8149254,0.8465608,0.8263305,0.813253,0.7952218
Horned Grebe,0.0153846,0.012844,0.0175131,0.0112202,0.0231214,0.0203252,0.0185529,0.0175097,0.0113452,0.0098039,0.0037175,0.0044395,0.0016051,0.0093168,0.0040323,0.0041754,0.002594,0.0058685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049751,0.0015038,0.0094697,0.0266075,0.0233918,0.033557,0.0583501,0.0536398,0.0503018,0.0576408,0.0387597,0.0315985,0.0189036,0.0283582,0.0343915,0.0196078,0.0271084,0.0255973
Red-necked Grebe,0.0041958,0.0018349,0.0052539,0.002805,0.0057803,0.004065,0.0055659,0.0,0.0081037,0.0058824,0.0,0.0055494,0.0016051,0.0031056,0.0040323,0.0,0.002594,0.0,0.0028777,0.0,0.0,0.0,0.0,0.0,0.0051282,0.0,0.0025575,0.0017422,0.0027322,0.0,0.0,0.0090226,0.0056818,0.0199557,0.0311891,0.0389262,0.0120724,0.0153257,0.0160966,0.0160858,0.0135659,0.0185874,0.0056711,0.0149254,0.0026455,0.0056022,0.0120482,0.0068259
Eared Grebe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0066519,0.005848,0.0,0.0060362,0.0095785,0.0,0.002681,0.0251938,0.0018587,0.0,0.0014925,0.0,0.0,0.0,0.0015
